seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	flank_txIds	flank_geneIds	flank_gene_distances
NC_133194.1	11315542	11315693	152	*	17	Distal Intergenic	20	11296201	11309297	13097	2	znf865	XM_005159403.5	-6245	XM_003200548.6;XM_005159489.6;XM_005159490.5;XM_073931526.1;XM_073931527.1;XM_073931528.1;XM_073931529.1;XM_073931530.1	shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b	0;0;0;0;0;0;0;0
NC_133194.1	11315755	11315877	123	*	25	Intron (XM_003200548.6/shisa7b, intron 5 of 5)	20	11296201	11309297	13097	2	znf865	XM_005159403.5	-6458	XM_003200548.6;XM_005159489.6;XM_005159490.5;XM_073931526.1;XM_073931527.1;XM_073931528.1;XM_073931529.1;XM_073931530.1	shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b;shisa7b	0;0;0;0;0;0;0;0
NC_133194.1	11648024	11648228	205	*	26	Promoter (2-3kb)	20	11638453	11651032	12580	2	lim2.4	XM_021468047.2	2804	XM_021468047.2;NM_001002407.1	lim2.4;lim2.4	0;0
NC_133194.1	11782627	11782749	123	*	20	Intron (XM_005159456.4/ago3b, intron 18 of 18)	20	11758858	11782751	23894	1	ago3b	NM_001160028.1	23769	XM_005159456.4;NM_001160028.1	ago3b;ago3b	0;0
NC_133194.1	14185322	14185421	100	*	19	Distal Intergenic	20	14189833	14327908	138076	1	rims2b	XM_073931593.1	-4412	XR_012394956.1;XM_073931550.1;XM_073931551.1;XM_073931552.1;XM_073931553.1;XM_073931554.1;XM_073931555.1;XM_073931556.1;XM_073931557.1;XM_073931558.1;XM_073931559.1;XM_073931560.1;XM_073931561.1;XM_073931562.1;XM_073931563.1;XM_073931564.1;XM_073931565.1;XM_073931566.1;XM_073931567.1;XM_073931568.1;XM_073931569.1;XM_073931570.1;XM_073931571.1;XM_073931572.1;XM_073931573.1;XM_073931574.1;XM_073931575.1;XM_073931576.1;XM_073931577.1;XM_073931578.1;XM_073931579.1;XM_073931580.1;XM_073931581.1;XM_073931582.1;XM_073931583.1;XM_073931584.1;XM_073931585.1;XM_073931586.1;XM_073931587.1;XM_073931588.1;XM_073931589.1;XM_073931590.1;XM_073931591.1;XM_073931592.1;XM_073931593.1;XM_073931594.1;XM_073931595.1;XM_073931596.1;XM_073931597.1;XM_073931598.1;XM_073931599.1	LOC141379032;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b;rims2b	11488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4412;-4412;-4412;-4412;-4412;-4412;-4412
NC_133194.1	14849132	14849275	144	*	29	Intron (XM_073931826.1/epb41a, intron 9 of 21)	20	14793511	14796199	2689	2	LOC141379040	XR_012394966.1	-52933	XM_073931826.1	epb41a	0
NC_133194.1	14855258	14855383	126	*	28	Intron (XM_073931826.1/epb41a, intron 7 of 21)	20	14793511	14796199	2689	2	LOC141379040	XR_012394966.1	-59059	XM_073931826.1	epb41a	0
NC_133194.1	14873987	14874052	66	*	16	Distal Intergenic	20	14771633	14938685	167053	2	epb41a	XM_073931826.1	64633	XM_073931826.1	epb41a	0
NC_133194.1	15730056	15730167	112	*	17	Promoter (<=1kb)	20	15729790	15744194	14405	1	tent5bb	NM_001045170.2	266	NM_001045170.2	tent5bb	0
NC_133194.1	16494443	16494540	98	*	20	Promoter (2-3kb)	20	16464290	16496808	32519	2	hivep3a	XM_005159548.6	2268	XM_005159548.6;XM_005159549.6;XM_073931604.1;XM_009294139.5;XR_012394973.1;XR_012394974.1	hivep3a;hivep3a;hivep3a;hivep3a;hivep3a;hivep3a	0;0;0;0;0;0
NC_133194.1	17702250	17702328	79	*	16	Intron (XM_003200566.7/ptprua, intron 8 of 29)	20	17640134	17643737	3604	1	LOC137488492	XR_011007543.2	62116	XM_003200566.7;XM_005159552.6;XM_005159553.6;XM_009294142.5;XM_009294143.5;XM_009294144.5;XM_073931606.1;XM_073931608.1	ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua	0;0;0;0;0;0;0;0
NC_133194.1	17719457	17719585	129	*	22	Distal Intergenic	20	17640134	17643737	3604	1	LOC137488492	XR_011007543.2	79323	XM_003200566.7;XM_005159552.6;XM_005159553.6;XM_009294142.5;XM_009294143.5;XM_009294144.5;XM_073931606.1;XM_073931608.1	ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua;ptprua	0;0;0;0;0;0;0;0
NC_133194.1	18888447	18888567	121	*	15	Intron (XR_012394698.1/top2b, intron 21 of 21)	20	18868818	18872937	4120	2	LOC141379049	NA	-15510	XR_012394698.1;XM_005159507.5;XM_068215173.2;NM_001045191.2	top2b;top2b;top2b;top2b	0;0;0;0
NC_133194.1	18894563	18894651	89	*	18	Intron (XR_012394698.1/top2b, intron 16 of 21)	20	18868818	18872937	4120	2	LOC141379049	NA	-21626	XR_012394698.1;XM_005159507.5;XM_068215173.2;NM_001045191.2	top2b;top2b;top2b;top2b	0;0;0;0
NC_133194.1	19055047	19055115	69	*	19	Intron (XM_073930821.1/ints8, intron 6 of 17)	20	19010426	19091069	80644	2	ints8	XM_073930821.1	35954	XM_073930821.1;XM_073930818.1;XM_073930819.1;XM_073930820.1;XR_012394572.1;XR_012394574.1;NM_001020756.2	ints8;ints8;ints8;ints8;ints8;ints8;ints8	0;0;0;0;0;0;0
NC_133194.1	20887455	20887592	138	*	24	Intron (XM_068215268.1/vps52, intron 5 of 17)	20	20879476	20901997	22522	1	vps52	XR_012394997.1	7979	XM_068215267.1;XM_068215268.1;XR_012394997.1	vps52;vps52;vps52	0;0;0
NC_133194.1	21988988	21989101	114	*	21	Promoter (<=1kb)	20	21988926	21990705	1780	1	hoxa13a	NM_001085494.1	62	XM_068215023.2;XM_068215024.2;XM_073930500.1;XM_073930501.1;XM_073930503.1;XM_073930504.1;XM_073930505.1;XM_073930506.1;NM_001085494.1	evx1;evx1;evx1;evx1;evx1;evx1;evx1;evx1;hoxa13a	0;0;0;0;0;0;0;0;0
NC_133194.1	21999462	21999523	62	*	16	Promoter (2-3kb)	20	21996714	21998267	1554	1	hoxa11a	NM_131544.1	2748	XM_068215023.2;XM_068215024.2;XM_073930500.1;XM_073930501.1;XM_073930503.1;XM_073930504.1;XM_073930505.1;XM_073930506.1;XM_005159523.5;NM_131544.1	evx1;evx1;evx1;evx1;evx1;evx1;evx1;evx1;hoxa11a;hoxa11a	0;0;0;0;0;0;0;0;2821;2748
NC_133194.1	22023012	22023043	32	*	16	Promoter (1-2kb)	20	22021618	22039838	18221	1	hoxa3a	XM_068215184.2	1394	XM_068215023.2;XM_068215024.2;XM_073930500.1;XM_073930501.1;XM_073930503.1;XM_073930504.1;XM_073930505.1;XM_073930506.1;XM_073931086.1;XM_073931087.1;NM_131534.2;XM_068215184.2;XM_073931089.1;NM_131535.1;XM_073931090.1;NM_131540.1	evx1;evx1;evx1;evx1;evx1;evx1;evx1;evx1;hoxa3a;hoxa3a;hoxa3a;hoxa3a;hoxa4a;hoxa4a;hoxa5a;hoxa5a	0;0;0;0;0;0;0;0;0;0;0;0;-2130;-4087;7423;3904
NC_133194.1	23166712	23166862	151	*	18	Intron (NM_001020601.1/ngly1, intron 6 of 10)	20	23161732	23177313	15582	2	ngly1	NM_001020601.1	10451	XR_012394568.1;XR_012394569.1;NM_001020601.1	ngly1;ngly1;ngly1	0;0;0
NC_133194.1	24724428	24724487	60	*	21	Intron (XM_073931667.1/slc52a3-2a, intron 4 of 4)	20	24713283	24734036	20754	2	slc52a3-2a	XM_073931667.1	9549	XM_073931667.1;XM_073931668.1;XM_073931669.1;XM_073931670.1;XM_678198.7;XM_073931666.1	slc52a3-2a;slc52a3-2a;slc52a3-2a;slc52a3-2a;slc52a3-2a;slc52a3-2a	0;0;0;0;0;0
NC_133194.1	28576784	28576893	110	*	22	Distal Intergenic	20	28576419	28582900	6482	2	dtnbp1b	XM_073930867.1	6007	XM_073930867.1;XM_068215140.2;XM_073930866.1;NM_001044814.2;XM_005170037.5;XM_009294217.4	dtnbp1b;dtnbp1b;dtnbp1b;dtnbp1b;dtnbp1b;jarid2b	0;0;0;0;0;0
NC_133194.1	28784947	28785024	78	*	15	Distal Intergenic	20	28807339	29044944	237606	1	npr1a	XM_073930933.1	-22315	NM_199983.2	mylipa	0
NC_133194.1	29878154	29878213	60	*	15	Promoter (1-2kb)	20	29873789	29879837	6049	2	si:ch73-25f10.6	NM_001423403.1	1624	XR_011007646.1;NR_186829.1;NM_001423403.1	LOC137488569;si:ch211-152p11.8;si:ch73-25f10.6	3095;7875;0
NC_133194.1	32336759	32336936	178	*	37	Distal Intergenic	20	32323879	32330330	6452	1	LOC141379121	XM_073931789.1	12880	XM_001923886.8	kpna6	0
NC_133194.1	33277966	33278029	64	*	17	Promoter (1-2kb)	20	33273515	33279065	5551	2	myclb	NM_001045142.1	1036	XR_012395121.1;XR_012395118.1;XR_012395119.1;XR_012395120.1;XR_012395122.1;NM_001045142.1	LOC141379122;LOC141379122;LOC141379122;LOC141379122;LOC141379122;myclb	0;0;0;0;0;0
NC_133194.1	33353455	33353514	60	*	17	Promoter (<=1kb)	20	33353110	33362939	9830	1	yars1	NM_201316.1	345	NM_001003570.2;XR_012394541.1;XM_005159598.6;XM_021468004.3;NM_201316.1	mfsd2ab;mfsd2ab;yars1;yars1;yars1	0;0;0;0;0
NC_133194.1	33984403	33984483	81	*	16	Promoter (<=1kb)	20	33983816	34001592	17777	1	tmem64	NM_001128251.1	587	XM_005159638.6;NM_001128251.1	tmem64;tmem64	0;0
NC_133194.1	34056638	34056715	78	*	18	Distal Intergenic	20	34036072	34041279	5208	1	gmnn	NM_200086.1	20566	XM_009294297.5;XM_021468091.3;XM_005159634.6;XM_021468090.3;NM_001045026.1;XR_012394646.1	ripor2;ripor2;ripor2;ripor2;ripor2;ripor2	0;0;0;0;0;0
NC_133194.1	34944021	34944133	113	*	18	Intron (XR_012394495.1/hpca, intron 4 of 4)	20	34934796	34949035	14240	2	gmpr	NM_001020612.1	4902	NM_001020612.1;XR_012394495.1	gmpr;hpca	0;0
NC_133194.1	35241460	35241697	238	*	22	Distal Intergenic	20	35206005	35235973	29969	2	LOC141379137	XR_012395139.1	-5487	XM_005159633.6;XR_012394640.1;XR_012394641.1;NM_001128713.1	nt5c1aa;nt5c1aa;nt5c1aa;nt5c1aa	0;0;0;0
NC_133194.1	35493637	35493767	131	*	24	Intron (XM_073930893.1/spire1a, intron 2 of 8)	20	35437565	35536084	98520	1	spire1a	NM_001044847.2	56072	XM_073930893.1;XR_012394616.1;XR_012394617.1;XR_012394618.1;XR_012394619.1;XR_012394620.1;XM_005159621.6;XM_005159622.6;XM_005159624.6;XM_009294320.5;XM_009294321.5;XM_009294322.5;XM_009294323.5;XM_009294324.5;XM_068215147.2;XM_068215148.2;NM_001044847.2	spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a;spire1a	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1	36195584	36195641	58	*	18	Promoter (<=1kb)	20	36196460	36250819	54360	1	runx1t1	XM_017352276.4	-819	XM_073931135.1;XM_073931136.1;XM_073931138.1;XM_073931140.1;XM_073931141.1;XM_073931142.1;XM_073931143.1;XM_073931144.1;XM_073931145.1;XM_073931146.1;XM_073931148.1;XM_073931152.1;XM_073931153.1;XM_073931154.1;XM_073931155.1;XM_073931157.1;XM_073931158.1;XM_073931159.1;XM_073931160.1;XM_073931161.1;XM_073931162.1;XM_073931163.1;XM_073931164.1;XM_073931165.1;XM_073931166.1;XM_073931168.1;XM_073931170.1;XM_073931171.1;XM_073931172.1;XM_073931174.1;XM_073931175.1;XM_073931176.1;XM_073931177.1;XM_073931179.1;XM_073931149.1;XM_073931156.1;XM_073931169.1;XM_073931150.1;XM_017352274.4;XM_068215192.2;XM_068215193.2;XM_068215194.2;XM_073931134.1;XM_073931139.1;XM_073931151.1;NM_001076776.4;XM_017352276.4;XM_073931173.1;XM_073931180.1;XM_073931181.1	runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1	36226511	36226579	69	*	15	Intron (XM_073931135.1/runx1t1, intron 6 of 12)	20	36253737	36260848	7112	1	LOC141379144	XR_012395153.1	-27158	XM_073931135.1;XM_073931136.1;XM_073931138.1;XM_073931140.1;XM_073931141.1;XM_073931142.1;XM_073931143.1;XM_073931144.1;XM_073931145.1;XM_073931146.1;XM_073931148.1;XM_073931152.1;XM_073931153.1;XM_073931154.1;XM_073931155.1;XM_073931157.1;XM_073931158.1;XM_073931159.1;XM_073931160.1;XM_073931161.1;XM_073931162.1;XM_073931163.1;XM_073931164.1;XM_073931165.1;XM_073931166.1;XM_073931168.1;XM_073931170.1;XM_073931171.1;XM_073931172.1;XM_073931174.1;XM_073931175.1;XM_073931176.1;XM_073931177.1;XM_073931179.1;XM_073931149.1;XM_073931156.1;XM_073931169.1;XM_073931150.1;XM_017352274.4;XM_068215192.2;XM_068215193.2;XM_068215194.2;XM_073931134.1;XM_073931139.1;XM_073931151.1;NM_001076776.4;XM_017352276.4;XM_073931173.1;XM_073931180.1;XM_073931181.1	runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1;runx1t1	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133194.1	37016230	37016361	132	*	16	Distal Intergenic	20	37113009	37127974	14966	2	LOC141379142	XR_012395150.1	111613	XM_073930931.1;NM_001144043.1	gabbr2;gabbr2	0;0
NC_133194.1	37407782	37407881	100	*	21	Distal Intergenic	20	37403581	37411566	7986	1	ccn4a	NM_001166230.1	4201	XM_073930936.1;NM_001166230.1	ccn4a;ccn4a	0;0
NC_133194.1	37473553	37473609	57	*	16	Intron (NM_001044971.1/bmp8a, intron 6 of 6)	20	37466589	37470485	3897	1	zgc:91910	XM_073930779.1	6964	NM_001044971.1;XM_073930950.1;NM_001003731.2;XM_068215117.1;XM_073930779.1	bmp8a;bmp8a;zgc:91910;zgc:91910;zgc:91910	0;0;6990;6964;6964
NC_133194.1	37503870	37503943	74	*	26	Intron (XM_068215299.1/macf1a, intron 92 of 95)	20	37472742	37489290	16549	2	bmp8a	NM_001044971.1	-14580	XM_068215299.1;XM_068215300.1;XM_068215301.1;XM_068215302.1;XM_068215303.1;XM_068215304.1;XM_068215305.1;XM_068215306.1;XM_068215307.1;XM_068215308.1;XM_068215309.1;XM_073931802.1;XM_073931803.1;XM_073931804.1;XM_073931805.1;XM_073931810.1;XM_068215314.2;XM_073931808.1;XM_073931815.1;XM_073931817.1;XM_068215312.2;XM_073931807.1;XM_068215315.1;XM_073931809.1;XM_073931816.1;XM_073931818.1;XM_068215313.1;XM_068215316.1;XM_068215317.1;XM_073931814.1;XM_009294348.5;XM_068215310.2;XM_068215311.2;XM_068215318.2;XM_068215319.2;XM_068215320.2;XM_068215321.2;XM_073931811.1;XM_073931813.1;XM_073931820.1;XM_068215322.2	macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a;macf1a	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
