seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133176.1	55617489	55617659	171	*	21	Promoter (<=1kb)	2	55587633	55618202	30570	2	si:dkey-121b10.7	XM_001337952.7	543	gene-si:dkey-121b10.7	3.1493575	-0.557139651899145	TRUE
NC_133176.1	57099005	57099060	56	*	18	Promoter (<=1kb)	2	57006175	57099340	93166	2	usp34	XM_009294698.5	280	gene-usp34	2.667909	-0.672157901921591	TRUE
NC_133176.1	59292246	59292307	62	*	14	5' UTR	2	59270481	59329289	58809	2	samd1b	XR_012382498.1	36982	gene-samd1b	4.5984545	-0.274794543890495	TRUE
NC_133177.1	3323392	3323471	80	*	15	Promoter (<=1kb)	3	3270671	3323467	52797	2	wnt3a	NM_001007185.1	0	gene-wnt3a	2.8263445	-0.679059270035016	TRUE
NC_133177.1	4485963	4486014	52	*	15	Promoter (1-2kb)	3	4484767	4495705	10939	1	gata6	XM_017358955.3	1196	gene-gata6	14.7996625	0.391033414761604	TRUE
NC_133177.1	4486153	4486276	124	*	30	Promoter (1-2kb)	3	4484767	4495705	10939	1	gata6	XM_017358955.3	1386	gene-gata6	14.7996625	0.391033414761604	TRUE
NC_133177.1	6460296	6460368	73	*	20	5' UTR	3	6445512	6468485	22974	1	fzr1b	XM_003197818.6	14784	gene-fzr1b	3.2037225	-0.5754525925313	TRUE
NC_133177.1	8453807	8453856	50	*	14	Promoter (<=1kb)	3	8453132	8455291	2160	1	chst2a	NM_001079995.2	675	gene-chst2a	17.2149815	0.46569296993875	TRUE
NC_133177.1	9898243	9898288	46	*	15	Promoter (<=1kb)	3	9897400	9905251	7852	1	dnajb4	NM_001003455.1	843	gene-dnajb4	1.432644	-1.09983728135237	TRUE
NC_133177.1	9905965	9906101	137	*	25	Promoter (<=1kb)	3	9905655	9936736	31082	1	gipc2	NM_200930.1	310	gene-gipc2	9.420283	0.134871738563201	TRUE
NC_133177.1	10092567	10092729	163	*	23	Promoter (<=1kb)	3	10051022	10093097	42076	2	dvl3a	NM_131757.2	368	gene-dvl3a	25.3048325	0.727903683171048	TRUE
NC_133177.1	10543892	10543953	62	*	22	Promoter (1-2kb)	3	10539749	10545631	5883	2	dmbx1a	NM_152977.1	1678	gene-dmbx1a	6.4723545	-0.176529139492559	TRUE
NC_133177.1	18567607	18567736	130	*	23	3' UTR	3	18566733	18585080	18348	2	arhgef4	XM_068213747.2	17344	gene-arhgef4	9.1307895	0.11154832480131	TRUE
NC_133177.1	21204259	21204345	87	*	23	Intron (XM_017358962.4/pbx1a, intron 2 of 8)	3	21112468	21242268	129801	2	pbx1a	XM_017358962.4	37923	gene-pbx1a	4.127187	-0.346051979768336	TRUE
NC_133177.1	23536515	23536585	71	*	16	5' UTR	3	23512305	23551898	39594	1	agla	XR_012388746.1	24210	gene-agla	8.527491	0.034309198471981	TRUE
NC_133177.1	26501803	26501846	44	*	17	5' UTR	3	26485554	26509140	23587	1	LOC103910044	XR_012391686.1	16249	gene-LOC103910044	0.2174695	-1.86834296317669	TRUE
NC_133177.1	27744130	27744234	105	*	40	3' UTR	3	27742837	27792745	49909	2	kcnn1a	XM_005171236.6	48511	gene-kcnn1a	1.317191	-1.06018658637903	TRUE
NC_133177.1	29152292	29152396	105	*	16	3' UTR	3	28994779	29154217	159439	1	tnika	XM_005163387.5	157513	gene-tnika	5.6050635	-0.184063200132626	TRUE
NC_133177.1	29398974	29399042	69	*	15	Promoter (<=1kb)	3	29398760	29496297	97538	1	grin3ba	XM_021467383.3	214	gene-grin3ba	0.2728085	-2.00618808485378	TRUE
NC_133177.1	29807558	29807654	97	*	15	Promoter (<=1kb)	3	29802070	29808011	5942	2	rabggtb	NM_213112.2	357	gene-rabggtb	24.127257	0.720676887237319	TRUE
NC_133177.1	29819172	29819994	823	*	43	Promoter (<=1kb)	3	29818621	29833987	15367	1	hectd3	NM_001077159.2	551	gene-hectd3	15.5552265	0.448835860612944	TRUE
NC_133177.1	29857200	29857302	103	*	19	3' UTR	3	29853356	29863375	10020	2	si:ch211-106k21.5	XM_073926216.1	6073	gene-si:ch211-106k21.5	8.874384	0.0617470650269507	TRUE
NC_133177.1	29959399	29959461	63	*	17	Promoter (<=1kb)	3	29951568	29959796	8229	2	tmem59	NM_001111188.1	335	gene-tmem59	23.518702	0.675272504444966	TRUE
NC_133177.1	30654942	30655021	80	*	15	Promoter (1-2kb)	3	30651359	30656173	4815	2	dsela	XM_691410.8	1152	gene-dsela	0.605639	-1.63935681256925	TRUE
NC_133177.1	31127517	31127606	90	*	21	Promoter (<=1kb)	3	31011876	31127870	115995	2	xkr4	NM_001012258.2	264	gene-xkr4	3.73526	-0.440915945713511	TRUE
NC_133177.1	33449846	33449872	27	*	14	Promoter (<=1kb)	3	33449613	33485261	35649	1	marchf6	XR_012383742.1	233	gene-marchf6	13.033488	0.30394101214084	TRUE
NC_133177.1	34928363	34928432	70	*	14	Promoter (<=1kb)	3	34928070	34976769	48700	1	ankhb	NM_194370.1	293	gene-ankhb	8.2723945	0.059460976742248	TRUE
NC_133177.1	36999767	36999828	62	*	16	Intron (NM_201074.2/eif2b3, intron 6 of 11)	3	36981846	37045027	63182	2	eif2b3	NM_201074.2	45199	gene-eif2b3	20.37987	0.595043917643222	TRUE
NC_133177.1	37457013	37457118	106	*	17	5' UTR	3	37347936	37529564	181629	2	brinp2	NM_001309831.2	72446	gene-brinp2	0.2041815	-2.2330027746368	TRUE
NC_133177.1	38831087	38831199	113	*	21	Promoter (<=1kb)	3	38830537	38850840	20304	1	dhx9	XM_073920105.1	550	gene-dhx9	35.899968	0.934690669987593	TRUE
NC_133177.1	38857371	38857505	135	*	22	Promoter (<=1kb)	3	38856909	38955449	98541	1	lamc1	NM_173277.1	462	gene-lamc1	47.582732	1.08411070966576	TRUE
NC_133177.1	40324386	40324421	36	*	15	Promoter (2-3kb)	3	40277614	40327351	49738	2	skila	XM_017351932.4	2930	gene-skila	3.0774395	-0.572349404828645	TRUE
NC_133177.1	45204964	45205061	98	*	17	Promoter (<=1kb)	3	45204798	45211775	6978	1	cavin4a	XM_073917234.1	166	gene-cavin4a	16.6625585	0.400335292299773	TRUE
NC_133177.1	51446338	51446401	64	*	15	Promoter (<=1kb)	3	51394448	51446530	52083	2	pfkpb	XM_068218050.2	129	gene-pfkpb	0.4271565	-1.76854854922128	TRUE
NC_133177.1	51630406	51630470	65	*	16	Promoter (<=1kb)	3	51583858	51630772	46915	2	per2	NM_182857.2	302	gene-per2	9.8010665	0.100474127606919	TRUE
NC_133177.1	56156043	56156236	194	*	23	Promoter (2-3kb)	3	56153727	56159114	5388	2	LOC568754	XM_005170776.6	2878	gene-LOC568754	0.3730185	-1.86203834649185	TRUE
NC_133177.1	56349915	56350029	115	*	23	Promoter (<=1kb)	3	56349130	56352481	3352	1	rxfp3.2a	XM_001346785.10	785	gene-rxfp3.2a	0.169397	-2.15770513283386	TRUE
NC_133177.1	58149946	58150112	167	*	23	3' UTR	3	58122489	58151586	29098	1	rnf126	NM_001083017.2	27457	gene-rnf126	9.9667515	0.14710983100046	TRUE
NC_133177.1	58178116	58178174	59	*	19	Promoter (<=1kb)	3	58177503	58347104	169602	1	LOC101885373	XR_012394998.1	613	gene-LOC101885373	0.169873	-2.39723323705286	TRUE
NC_133177.1	58347241	58347289	49	*	15	3' UTR	3	58177503	58347940	170438	1	LOC101885373	XM_021468298.3	169738	gene-LOC101885373	0.169873	-2.39723323705286	TRUE
NC_133177.1	61187264	61187295	32	*	14	Promoter (2-3kb)	3	61177654	61189885	12232	2	LOC100331115	XM_073932129.1	2590	gene-LOC100331115	34.35245	0.911386272287729	TRUE
NC_133177.1	63495777	63495850	74	*	17	Promoter (<=1kb)	3	63490594	63496550	5957	2	prkab2	NM_001130633.1	700	gene-prkab2	20.3041075	0.581329219804644	TRUE
NC_133178.1	3395776	3395939	164	*	25	5' UTR	4	3350486	3462898	112413	2	myh9b	XM_073943795.1	66959	gene-myh9b	57.403516	1.24185603026393	TRUE
NC_133178.1	3402926	3402991	66	*	15	5' UTR	4	3350486	3462898	112413	2	myh9b	XM_073943795.1	59907	gene-myh9b	57.403516	1.24185603026393	TRUE
NC_133178.1	4120684	4120834	151	*	27	5' UTR	4	4068583	4202582	134000	2	pkn1b	NM_001089460.1	81748	gene-pkn1b	0.404347	-1.8131776543788	TRUE
NC_133178.1	10493129	10493203	75	*	19	3' UTR	4	10406702	10496519	89818	1	glis2b	XM_021469271.3	86427	gene-glis2b	4.5830285	-0.335163793355461	TRUE
NC_133178.1	11023607	11023686	80	*	16	Promoter (<=1kb)	4	11023179	11025990	2812	1	LOC101883507	XM_073944184.1	428	gene-LOC101883507	0.3517965	-1.92562876639488	TRUE
NC_133178.1	16328133	16328174	42	*	15	Promoter (<=1kb)	4	16328037	16354425	26389	1	kat2a	NM_001423774.1	96	gene-kat2a	11.0959485	0.211120923787071	TRUE
NC_133178.1	16328233	16328356	124	*	24	Promoter (<=1kb)	4	16328037	16354425	26389	1	kat2a	NM_001423774.1	196	gene-kat2a	11.0959485	0.211120923787071	TRUE
NC_133178.1	17337911	17337989	79	*	24	Promoter (<=1kb)	4	17337917	17344783	6867	1	cbx4	NM_205749.1	0	gene-cbx4	5.5866275	-0.231271953295179	TRUE
NC_133178.1	18150687	18150784	98	*	17	Promoter (2-3kb)	4	18149560	18153005	3446	2	s1pr5a	NM_001007316.1	2221	gene-s1pr5a	24.6929975	0.739054855207097	TRUE
NC_133178.1	18151396	18151441	46	*	14	Promoter (1-2kb)	4	18149560	18153005	3446	2	s1pr5a	NM_001007316.1	1564	gene-s1pr5a	24.6929975	0.739054855207097	TRUE
NC_133178.1	18796553	18796613	61	*	14	Promoter (2-3kb)	4	18794074	18802675	8602	1	tmub2	NM_001005573.1	2479	gene-tmub2	6.1620735	-0.128052602502455	TRUE
NC_133178.1	21557946	21557995	50	*	14	3' UTR	4	21313143	21561236	248094	1	tanc2a	XM_021473490.3	244803	gene-tanc2a	3.747278	-0.46603238982278	TRUE
NC_133178.1	22336029	22336141	113	*	18	Promoter (<=1kb)	4	22323743	22336758	13016	2	ube2z	NM_001002330.5	617	gene-ube2z	7.9376615	0.0703413585500465	TRUE
NC_133178.1	22394578	22394777	200	*	22	Promoter (<=1kb)	4	22394046	22395647	1602	1	hoxb13a	NM_001044912.1	532	gene-hoxb13a	4.440653	-0.388996626442156	TRUE
NC_133178.1	22427647	22427728	82	*	17	Promoter (<=1kb)	4	22427829	22430587	2759	1	hoxb8a	XM_005171563.6	-101	gene-hoxb8a	25.064163	0.73809972287751	TRUE
NC_133178.1	22471838	22471883	46	*	15	Intron (NM_131117.3/hoxb3a, intron 2 of 4)	4	22437930	22487939	50010	1	hoxb3a	NM_131117.3	33908	gene-hoxb3a	39.961246	1.01447021400075	TRUE
NC_133178.1	22485868	22485946	79	*	16	5' UTR	4	22437930	22487939	50010	1	hoxb3a	NM_131117.3	47938	gene-hoxb3a	39.961246	1.01447021400075	TRUE
NC_133178.1	22494018	22494124	107	*	20	Promoter (2-3kb)	4	22492013	22494694	2682	1	hoxb2a	NM_131116.2	2005	gene-hoxb2a	12.631174	0.309723942804354	TRUE
NC_133178.1	23797458	23797553	96	*	19	Promoter (1-2kb)	4	23740373	23799360	58988	2	ep300b	XM_009299407.5	1807	gene-ep300b	17.2107035	0.484072204662553	TRUE
NC_133178.1	24164996	24165095	100	*	17	Promoter (<=1kb)	4	24123083	24165080	41998	2	bptf	XM_005171627.5	0	gene-bptf	12.3282935	0.253286105192734	TRUE
NC_133178.1	24390238	24390341	104	*	25	Promoter (<=1kb)	4	24390131	24395790	5660	1	LOC101886214	XR_224804.6	107	gene-LOC101886214	0.067729	-2.64558173896556	TRUE
NC_133178.1	25262443	25262577	135	*	25	Promoter (<=1kb)	4	25156110	25262603	106494	2	xylt1	NM_001172397.1	26	gene-xylt1	6.2341815	-0.177788660693252	TRUE
NC_133178.1	26817350	26817437	88	*	15	Promoter (1-2kb)	4	26727111	26818656	91546	2	rbfox1	XM_017354043.4	1219	gene-rbfox1	4.981273	-0.315925428957593	TRUE
NC_133178.1	26825387	26825533	147	*	23	Intron (XM_017354049.4/rbfox1, intron 1 of 13)	4	26727111	26863346	136236	2	rbfox1	XM_017354049.4	37813	gene-rbfox1	4.981273	-0.315925428957593	TRUE
NC_133178.1	27578680	27578729	50	*	15	Promoter (1-2kb)	4	27577536	27592979	15444	1	ift70	XM_073943648.1	1144	gene-ift70	7.5013375	-0.0334253072306946	TRUE
NC_133178.1	31223703	31224213	511	*	35	Promoter (<=1kb)	4	31222878	31228074	5197	1	rras	NM_001005931.2	825	gene-rras	35.80378	0.974687217205368	TRUE
NC_133178.1	31733622	31733842	221	*	23	Promoter (1-2kb)	4	31731722	31735141	3420	2	aoc2	NM_001013555.3	1299	gene-aoc2	10.745456	0.2180798667839	TRUE
NC_133178.1	31733901	31734034	134	*	28	Promoter (1-2kb)	4	31731722	31735141	3420	2	aoc2	NM_001013555.3	1107	gene-aoc2	10.745456	0.2180798667839	TRUE
NC_133178.1	32593645	32593705	61	*	20	3' UTR	4	32590536	32732710	142175	2	cacna1aa	XM_073944637.1	139005	gene-cacna1aa	0.4391185	-1.72655077217458	TRUE
NC_133178.1	32989197	32989407	211	*	19	Promoter (<=1kb)	4	32983057	32989919	6863	2	clpp	NM_001020684.1	512	gene-clpp	63.360849	1.29023787601906	TRUE
NC_133178.1	35178270	35178330	61	*	15	5' UTR	4	35171694	35187177	15484	1	slc16a6b	NM_001365238.1	6576	gene-slc16a6b	2.4373695	-0.7255229367649	TRUE
NC_133178.1	35572787	35572941	155	*	33	5' UTR	4	35564789	35595354	30566	1	abcc1	XM_001341859.9	7998	gene-abcc1	4.2112455	-0.379459272800306	TRUE
NC_133178.1	36554445	36554481	37	*	14	Intron (NM_001328037.1/gpatch8, intron 2 of 7)	4	36533322	36569700	36379	2	gpatch8	NM_001328037.1	15219	gene-gpatch8	22.02813	0.626017220779023	TRUE
NC_133178.1	38261809	38261964	156	*	17	3' UTR	4	38258186	38295926	37741	2	arhgap23a	XM_005164175.6	33962	gene-arhgap23a	7.856045	-0.00834830749464177	TRUE
NC_133178.1	39232774	39232869	96	*	18	Promoter (<=1kb)	4	39232688	39235433	2746	1	bud31	NM_001003860.1	86	gene-bud31	178.371805	1.95618450819353	TRUE
NC_133178.1	39233092	39233220	129	*	18	Promoter (<=1kb)	4	39232688	39235433	2746	1	bud31	NM_001003860.1	404	gene-bud31	178.371805	1.95618450819353	TRUE
NC_133178.1	39531585	39531791	207	*	40	Promoter (<=1kb)	4	39530836	39543266	12431	1	fscn1a	NM_001076560.1	749	gene-fscn1a	75.792634	1.41619393035471	TRUE
NC_133178.1	39722725	39722796	72	*	22	Promoter (<=1kb)	4	39644685	39722956	78272	2	smurf1	NM_001001943.1	160	gene-smurf1	7.037729	-0.0665017278804136	TRUE
NC_133178.1	39791855	39791942	88	*	19	Promoter (<=1kb)	4	39775345	39792107	16763	2	wipi2	XM_005164125.6	165	gene-wipi2	29.1862385	0.833999124652383	TRUE
NC_133178.1	42040777	42040828	52	*	15	Promoter (1-2kb)	4	42039711	42103175	63465	1	ints1	XM_003198152.7	1066	gene-ints1	9.048691	0.0824078397212244	TRUE
NC_133178.1	44395621	44395734	114	*	33	Promoter (<=1kb)	4	44395621	44404285	8665	1	LOC141381271	XR_012401182.1	0	gene-LOC141381271	0.0788205	-2.77014513659262	TRUE
NC_133178.1	51591812	51592040	229	*	24	Promoter (<=1kb)	4	51590183	51592341	2159	2	rcvrna	NM_001030248.1	301	gene-rcvrna	0.5954655	-1.40204071111193	TRUE
NC_133178.1	57153394	57153427	34	*	15	Promoter (<=1kb)	4	57137395	57153394	16000	2	dnmt1	XM_017353152.3	0	gene-dnmt1	53.359408	1.18321976804689	TRUE
NC_133178.1	59357198	59357284	87	*	16	Distal Intergenic	4	59362357	59381954	19598	2	axin2	NM_131561.1	24670	gene-axin2	31.7385405	0.865062126382582	TRUE
NC_133178.1	61099703	61099771	69	*	14	Promoter (<=1kb)	4	61044221	61099840	55620	2	hid1a	XM_073945161.1	69	gene-hid1a	0.97013	-1.27727362776986	TRUE
NC_133178.1	61426382	61426419	38	*	14	Promoter (<=1kb)	4	61425456	61453080	27625	1	fscn2a	XM_017354598.4	926	gene-fscn2a	0.473815	-1.68660965351065	TRUE
NC_133178.1	65685077	65685204	128	*	19	Promoter (<=1kb)	4	65674424	65685286	10863	2	anks4b	NM_001002188.1	82	gene-anks4b	0.1390015	-2.34783908047846	TRUE
NC_133178.1	66021956	66022043	88	*	16	Promoter (<=1kb)	4	66014243	66022147	7905	2	aimp2	NM_213338.1	104	gene-aimp2	66.027213	1.3295960413945	TRUE
NC_133179.1	1255939	1256074	136	*	35	Promoter (1-2kb)	5	1251236	1257424	6189	2	naga	NM_001037388.2	1350	gene-naga	39.0127245	1.01731391399575	TRUE
NC_133179.1	2008794	2008910	117	*	16	Promoter (1-2kb)	5	1972881	2010169	37289	2	arid2	XM_005164457.6	1259	gene-arid2	17.875502	0.490456076998442	TRUE
NC_133179.1	2010062	2010218	157	*	35	Promoter (<=1kb)	5	1972881	2010169	37289	2	arid2	XM_005164457.6	0	gene-arid2	17.875502	0.490456076998442	TRUE
NC_133179.1	3208399	3208449	51	*	14	Promoter (1-2kb)	5	3088045	3209589	121545	2	pde3a	XM_009299994.4	1140	gene-pde3a	3.583448	-0.503887377628537	TRUE
NC_133179.1	5612337	5612397	61	*	17	Promoter (<=1kb)	5	5610793	5612516	1724	2	fgf23	NM_001009564.2	119	gene-fgf23	0.156708	-2.35208876966073	TRUE
NC_133179.1	6165720	6165762	43	*	16	Promoter (<=1kb)	5	6165712	6168418	2707	1	pou3f2a	NM_131289.1	8	gene-pou3f2a	7.549753	0.0266034928389861	TRUE
NC_133179.1	6584836	6584912	77	*	26	Intron (XM_073945423.1/mdfic, intron 10 of 11)	5	6541241	6846485	305245	2	mdfic	XM_073945423.1	261573	gene-mdfic	1.6411485	-1.00871340224514	TRUE
NC_133179.1	6600296	6600324	29	*	17	Intron (XM_073945423.1/mdfic, intron 10 of 11)	5	6541241	6846485	305245	2	mdfic	XM_073945423.1	246161	gene-mdfic	1.6411485	-1.00871340224514	TRUE
NC_133179.1	8639548	8639612	65	*	19	Promoter (2-3kb)	5	8534625	8642434	107810	2	wnk1b	XM_021471501.3	2822	gene-wnk1b	6.801567	-0.146332246404837	TRUE
NC_133179.1	9756157	9756253	97	*	15	Promoter (<=1kb)	5	9743706	9756439	12734	2	hcfc2	NM_001327839.1	186	gene-hcfc2	10.255284	0.203822207013483	TRUE
NC_133179.1	10156607	10156956	350	*	26	Promoter (<=1kb)	5	10156589	10165787	9199	1	hspa14	NM_001045076.1	18	gene-hspa14	42.5341805	1.04432035346938	TRUE
NC_133179.1	12885189	12885269	81	*	19	Promoter (1-2kb)	5	12884053	12887241	3189	1	tmem121b	XM_005164674.6	1136	gene-tmem121b	0.2366185	-2.18032973732363	TRUE
NC_133179.1	14162914	14163025	112	*	23	Promoter (<=1kb)	5	14162726	14181191	18466	1	tnpo3	NM_201087.1	188	gene-tnpo3	32.19906	0.873501301305036	TRUE
NC_133179.1	16981224	16981298	75	*	20	5' UTR	5	16955805	16993841	38037	2	dcn	NM_131697.1	12543	gene-dcn	34.2155235	0.895394142034852	TRUE
NC_133179.1	17988987	17989042	56	*	17	Intron (NM_200551.1/pah, intron 4 of 12)	5	17980184	17997946	17763	2	pah	NM_200551.1	8904	gene-pah	12.6824925	0.242816467433335	TRUE
NC_133179.1	21053177	21053314	138	*	16	3' UTR	5	20904022	21053422	149401	1	cacna1c	XM_073945540.1	149155	gene-cacna1c	0.4314195	-1.75952849166439	TRUE
NC_133179.1	28870786	28870876	91	*	19	Promoter (<=1kb)	5	28870691	28879577	8887	1	alg12	NM_001098749.1	95	gene-alg12	11.8401265	0.271948160148605	TRUE
NC_133179.1	69359883	69359942	60	*	19	Downstream (<=300bp)	5	69244666	69353448	108783	2	si:ch73-170d6.3	XM_002662153.8	-6435	gene-si:ch73-170d6.3	0.071807	-2.83628297015746	TRUE
NC_133180.1	2924562	2924667	106	*	19	3' UTR	6	2718213	2991348	273136	2	gusb	XR_012406620.1	66681	gene-gusb	13.2483675	0.278945153849287	TRUE
NC_133180.1	10408178	10408567	390	*	36	5' UTR	6	10277692	10416258	138567	2	sh2b3	XM_017356229.4	7691	gene-sh2b3	1.823716	-0.944725180208971	TRUE
NC_133180.1	12099441	12099543	103	*	17	Distal Intergenic	6	12122113	12124647	2535	2	LOC110439807	XR_002458847.3	25104	gene-LOC110439807	2.0755575	-0.803306842481307	TRUE
NC_133180.1	13336108	13336219	112	*	20	Promoter (<=1kb)	6	13320095	13336194	16100	2	aifm3	XM_073949670.1	0	gene-aifm3	1.209613	-1.27482678000403	TRUE
NC_133180.1	16011082	16011152	71	*	21	Intron (XM_073951113.1/srrm4, intron 1 of 14)	6	15950643	16019638	68996	2	gnb1l	XM_073950324.1	8486	gene-gnb1l	3.379325	-0.544148190159941	TRUE
NC_133180.1	20122620	20122805	186	*	28	Intron (NM_131099.2/foxn4, intron 2 of 9)	6	20112343	20127005	14663	2	foxn4	NM_131099.2	4200	gene-foxn4	7.8063195	-0.0242491488883414	TRUE
NC_133180.1	27419106	27419181	76	*	18	Promoter (1-2kb)	6	27418024	27441529	23506	1	rabl6b	XM_021476477.3	1082	gene-rabl6b	11.0613465	0.194161956361094	TRUE
NC_133180.1	31331998	31332258	261	*	37	Promoter (<=1kb)	6	31324570	31332670	8101	2	ftr82	NM_001075103.1	412	gene-ftr82	23.0184805	0.692337050278757	TRUE
NC_133180.1	31332407	31332491	85	*	16	Promoter (<=1kb)	6	31324570	31332670	8101	2	ftr82	NM_001075103.1	179	gene-ftr82	23.0184805	0.692337050278757	TRUE
NC_133180.1	31541703	31541810	108	*	26	Promoter (<=1kb)	6	31424511	31541785	117275	2	spns2	NM_001083847.1	0	gene-spns2	7.701476	-0.0339547335245668	TRUE
NC_133180.1	31655260	31655310	51	*	15	Promoter (<=1kb)	6	31655131	31728231	73101	1	zzef1	XM_009301579.4	129	gene-zzef1	3.049789	-0.626598843661032	TRUE
NC_133180.1	31655552	31655719	168	*	29	Promoter (<=1kb)	6	31655131	31728231	73101	1	zzef1	XM_009301579.4	421	gene-zzef1	3.049789	-0.626598843661032	TRUE
NC_133180.1	32430661	32430728	68	*	16	Promoter (1-2kb)	6	32429077	32434746	5670	1	uap1l1	NM_200294.1	1584	gene-uap1l1	13.470905	0.329822416916538	TRUE
NC_133180.1	33889183	33889228	46	*	15	Intron (XM_005171922.6/kyat1, intron 13 of 13)	6	33887869	33896433	8565	2	kyat1	XM_005171922.6	7205	gene-kyat1	7.6580435	0.016042592390452	TRUE
NC_133180.1	38997629	38997768	140	*	25	Promoter (<=1kb)	6	38973288	38998291	25004	2	si:ch211-284e13.4	XM_690205.10	523	gene-si:ch211-284e13.4	0.2065655	-2.23255197869356	TRUE
NC_133180.1	38997812	38997935	124	*	21	Promoter (<=1kb)	6	38973288	38998291	25004	2	si:ch211-284e13.4	XM_690205.10	356	gene-si:ch211-284e13.4	0.2065655	-2.23255197869356	TRUE
