seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133184.1	32961491	32961627	137	*	25	Promoter (<=1kb)	10	32961679	32966459	4781	1	zic2a	NM_131558.1	-52	gene-zic2a	28.1840945	0.780418527402073	TRUE
NC_133184.1	36252477	36252528	52	*	15	Distal Intergenic	10	36279084	36342124	63041	1	shox	XM_073912212.1	-26556	gene-shox	1.0495015	-1.12030744209151	TRUE
NC_133184.1	43337284	43337361	78	*	15	Intron (XM_009304895.4/spegb, intron 3 of 40)	10	43246460	43410804	164345	1	spegb	XM_009304895.4	90824	gene-spegb	2.7883985	-0.689076711114377	TRUE
NC_133185.1	32435392	32435442	51	*	14	Intron (XM_073914877.1/auts2a, intron 1 of 16)	11	32096271	32479960	383690	2	auts2a	XM_073914877.1	44518	gene-auts2a	18.9102805	0.549454627807583	TRUE
NC_133187.1	23543811	23544000	190	*	43	Distal Intergenic	13	23552184	23604890	52707	2	thrab	XM_009306722.5	60890	gene-thrab	1.018771	-1.31267741660525	TRUE
NC_133188.1	29234888	29235030	143	*	21	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	280533	gene-pdlim1	55.68991	1.2368743953561	TRUE
NC_133188.1	29500901	29500976	76	*	14	Intron (XM_073919567.1/pdlim1, intron 1 of 4)	14	28981001	29515563	534563	2	pdlim1	XM_073919567.1	14587	gene-pdlim1	55.68991	1.2368743953561	TRUE
NC_133190.1	30885762	30885841	80	*	23	Intron (NM_200251.2/slc43a2a, intron 4 of 4)	16	30875397	30915272	39876	1	slc43a2a	NM_200251.2	10365	gene-slc43a2a	32.439491	0.875102012935546	TRUE
NC_133190.1	38319602	38319669	68	*	17	Intron (XM_073923890.1/mecom, intron 1 of 16)	16	38038641	38332185	293545	2	mecom	XM_073923890.1	12516	gene-mecom	7.581499	-0.0247721364552314	TRUE
NC_133190.1	38319876	38319924	49	*	16	Intron (XM_073923890.1/mecom, intron 1 of 16)	16	38038641	38332185	293545	2	mecom	XM_073923890.1	12261	gene-mecom	7.581499	-0.0247721364552314	TRUE
NC_133191.1	752801	752894	94	*	16	Intron (XM_073925679.1/tars2, intron 1 of 8)	17	727775	1329646	601872	1	tars2	XM_073925679.1	25026	gene-tars2	10.9581875	0.20032144105713	TRUE
NC_133191.1	931774	931801	28	*	14	Intron (XM_073925679.1/tars2, intron 1 of 8)	17	727775	1329646	601872	1	tars2	XM_073925679.1	203999	gene-tars2	10.9581875	0.20032144105713	TRUE
NC_133191.1	972827	972922	96	*	21	Intron (XM_073925679.1/tars2, intron 1 of 8)	17	727775	1329646	601872	1	tars2	XM_073925679.1	245052	gene-tars2	10.9581875	0.20032144105713	TRUE
NC_133192.1	58955330	58955364	35	*	16	Promoter (<=1kb)	18	58955797	59056936	101140	1	meis2a	XM_073926911.1	-433	gene-meis2a	37.971354	1.00454892922219	TRUE
NC_133192.1	59045104	59045192	89	*	19	Intron (XM_073926911.1/meis2a, intron 9 of 11)	18	58955797	59056936	101140	1	meis2a	XM_073926911.1	89307	gene-meis2a	37.971354	1.00454892922219	TRUE
NC_133193.1	25408542	25408590	49	*	14	Intron (XM_073928857.1/nr2f2, intron 2 of 5)	19	25291937	25446808	154872	2	nr2f2	XM_073928857.1	38218	gene-nr2f2	56.974326	1.23162770346284	TRUE
NC_133193.1	25454742	25454786	45	*	14	Distal Intergenic	19	25291937	25446808	154872	2	nr2f2	XM_073928863.1	-7934	gene-nr2f2	56.974326	1.23162770346284	TRUE
NC_133193.1	25555155	25555297	143	*	18	Distal Intergenic	19	25291937	25446808	154872	2	nr2f2	XM_073928863.1	-108347	gene-nr2f2	56.974326	1.23162770346284	TRUE
NC_133195.1	30984048	30984119	72	*	19	Downstream (<=300bp)	21	30975106	30983826	8721	1	dll4	NM_001079835.1	8942	gene-dll4	3.263387	-0.56439569616337	TRUE
NC_133197.1	39711176	39711231	56	*	19	Distal Intergenic	23	39671435	39694671	23237	2	fxr1	NM_001312881.1	-16505	gene-fxr1	42.504362	1.06790099957851	TRUE
NC_133198.1	39175896	39175945	50	*	14	Distal Intergenic	24	39178950	39181865	2916	1	hoxc11a	NM_131165.2	-3005	gene-hoxc11a	5.334043	-0.226710426574242	TRUE
NC_133198.1	42229864	42229958	95	*	20	Promoter (<=1kb)	24	42229087	42237549	8463	1	sall4	XR_225243.6	777	gene-sall4	28.1592055	0.79821489749139	TRUE
