seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133176.1	2432682	2432821	140	*	18	Intron (XR_012402744.1/atp1a1a.4, intron 5 of 22)	2	2425871	2442276	16406	1	atp1a1a.4	XR_012402744.1	6811	gene-atp1a1a.4	38.8038825	0.994274659241649	TRUE
NC_133176.1	2454108	2454212	105	*	17	Intron (NM_131686.1/atp1a1a.1, intron 4 of 21)	2	2448286	2467681	19396	1	atp1a1a.1	NM_131686.1	5822	gene-atp1a1a.1	121.940958	1.70123850184954	TRUE
NC_133176.1	2454313	2454419	107	*	15	Intron (NM_131686.1/atp1a1a.1, intron 5 of 21)	2	2448286	2467681	19396	1	atp1a1a.1	NM_131686.1	6027	gene-atp1a1a.1	121.940958	1.70123850184954	TRUE
NC_133176.1	2577377	2577483	107	*	16	Promoter (2-3kb)	2	2575312	2586653	11342	1	atp1a1a.5	XR_012407356.1	2065	gene-atp1a1a.5	0.2388245	-2.06772272646437	TRUE
NC_133176.1	3015319	3015423	105	*	20	Intron (XM_009305394.3/kpnb3, intron 7 of 25)	2	2999731	3038882	39152	1	kpnb3	XM_009305394.3	15588	gene-kpnb3	110.1548875	1.63773668888279	TRUE
NC_133176.1	3016002	3016096	95	*	24	Intron (XM_009305394.3/kpnb3, intron 8 of 25)	2	2999731	3038882	39152	1	kpnb3	XM_009305394.3	16271	gene-kpnb3	110.1548875	1.63773668888279	TRUE
NC_133176.1	3018293	3018398	106	*	16	Intron (XM_009305394.3/kpnb3, intron 10 of 25)	2	2999731	3038882	39152	1	kpnb3	XM_009305394.3	18562	gene-kpnb3	110.1548875	1.63773668888279	TRUE
NC_133176.1	5884543	5884615	73	*	18	3' UTR	2	5881097	5886335	5239	1	slitrk1	XM_005174629.5	3446	gene-slitrk1	0.2781345	-2.1743180972054	TRUE
NC_133176.1	6903694	6903762	69	*	15	Intron (NM_001082796.2/atic, intron 14 of 14)	2	6887462	6905274	17813	1	atic	NM_001082796.2	16232	gene-atic	148.8754515	1.82780986025271	TRUE
NC_133176.1	7551021	7551152	132	*	24	Intron (NM_001145693.1/abcb6a, intron 6 of 19)	2	7537798	7561292	23495	1	abcb6a	NM_001145693.1	13223	gene-abcb6a	2.05025	-0.83121383069329	TRUE
NC_133176.1	7557023	7557174	152	*	18	Intron (NM_001145693.1/abcb6a, intron 15 of 19)	2	7537798	7561292	23495	1	abcb6a	NM_001145693.1	19225	gene-abcb6a	2.05025	-0.83121383069329	TRUE
NC_133176.1	7609598	7609730	133	*	24	Intron (XM_005160291.5/retreg2, intron 7 of 8)	2	7592602	7613680	21079	1	retreg2	XM_005160291.5	16996	gene-retreg2	4.32324	-0.360155495201528	TRUE
NC_133176.1	7835019	7835146	128	*	21	Intron (NM_001020643.2/klf7a, intron 1 of 3)	2	7803542	7899755	96214	2	klf7a	NM_001020643.2	64609	gene-klf7a	1.3673195	-1.03929270123329	TRUE
NC_133176.1	9298901	9299014	114	*	15	Intron (XM_073947116.1/radil, intron 7 of 14)	2	9272351	9320833	48483	2	radil	XM_073947116.1	21819	gene-radil	0.097126	-2.79277509258951	TRUE
NC_133176.1	11030973	11031131	159	*	33	Intron (XR_011015243.2/elfn1b, intron 2 of 7)	2	10969547	11088817	119271	1	elfn1b	XR_011015243.2	61426	gene-elfn1b	0.329623	-2.34283700120648	TRUE
NC_133176.1	11034157	11034315	159	*	31	Intron (XR_011015243.2/elfn1b, intron 2 of 7)	2	10969547	11088817	119271	1	elfn1b	XR_011015243.2	64610	gene-elfn1b	0.329623	-2.34283700120648	TRUE
NC_133176.1	11037949	11038107	159	*	31	Intron (XR_011015243.2/elfn1b, intron 2 of 7)	2	10969547	11088817	119271	1	elfn1b	XR_011015243.2	68402	gene-elfn1b	0.329623	-2.34283700120648	TRUE
NC_133176.1	11042627	11042785	159	*	33	Intron (XR_011015243.2/elfn1b, intron 2 of 7)	2	10969547	11088817	119271	1	elfn1b	XR_011015243.2	73080	gene-elfn1b	0.329623	-2.34283700120648	TRUE
NC_133176.1	11049627	11049735	109	*	26	Intron (XR_011015243.2/elfn1b, intron 2 of 7)	2	10969547	11088817	119271	1	elfn1b	XR_011015243.2	80080	gene-elfn1b	0.329623	-2.34283700120648	TRUE
NC_133176.1	11051913	11052071	159	*	31	Intron (XR_011015243.2/elfn1b, intron 2 of 7)	2	10969547	11088817	119271	1	elfn1b	XR_011015243.2	82366	gene-elfn1b	0.329623	-2.34283700120648	TRUE
NC_133176.1	11434583	11434653	71	*	15	Intron (XM_009306306.4/trim2b, intron 9 of 11)	2	11408438	11438400	29963	1	trim2b	XM_009306306.4	26145	gene-trim2b	1.919611	-0.886565203055792	TRUE
NC_133176.1	11434994	11435122	129	*	20	Intron (XM_009306306.4/trim2b, intron 11 of 11)	2	11408438	11438400	29963	1	trim2b	XM_009306306.4	26556	gene-trim2b	1.919611	-0.886565203055792	TRUE
NC_133176.1	11446736	11446849	114	*	17	Intron (NM_001328343.1/rnf175, intron 5 of 8)	2	11442607	11453671	11065	2	rnf175	NM_001328343.1	6822	gene-rnf175	13.77099	0.317011720142149	TRUE
NC_133176.1	12238421	12238474	54	*	18	Intron (XM_021475869.3/dmd, intron 75 of 77)	2	12221231	12454214	232984	2	dmd	XM_021475869.3	215740	gene-dmd	14.851345	0.38968889972611	TRUE
NC_133176.1	12349992	12350042	51	*	16	Intron (XM_021475869.3/dmd, intron 32 of 77)	2	12221231	12454214	232984	2	dmd	XM_021475869.3	104172	gene-dmd	14.851345	0.38968889972611	TRUE
NC_133176.1	13320259	13320356	98	*	16	Intron (NM_001079986.2/grk4, intron 11 of 16)	2	13307018	13373295	66278	2	grk4	NM_001079986.2	52939	gene-grk4	8.097611	0.0370022170421516	TRUE
NC_133176.1	13722804	13722879	76	*	18	Intron (NM_200883.2/gne, intron 5 of 12)	2	13695133	13734180	39048	1	gne	NM_200883.2	27671	gene-gne	8.6632025	0.0591554142432822	TRUE
NC_133176.1	14663262	14663347	86	*	15	Promoter (2-3kb)	2	14656193	14666177	9985	2	pcdh18a	XM_005159845.5	2830	gene-pcdh18a	9.4330445	0.108571874848735	TRUE
NC_133176.1	15407032	15407105	74	*	18	Promoter (2-3kb)	2	15404272	15410602	6331	1	hpf1	NM_001005769.1	2760	gene-hpf1	50.7767485	1.15735308242079	TRUE
NC_133176.1	15465464	15465560	97	*	15	Intron (XM_068221008.2/ank2a, intron 2 of 51)	2	15413015	15547267	134253	1	ank2a	XM_068221008.2	52449	gene-ank2a	6.922411	-0.0770908747570513	TRUE
NC_133176.1	15525280	15525352	73	*	15	Intron (XM_073949417.1/ank2a, intron 38 of 49)	2	15413015	15547267	134253	1	ank2a	XM_068221008.2	112265	gene-ank2a	6.922411	-0.0770908747570513	TRUE
NC_133176.1	15839885	15839985	101	*	16	Promoter (<=1kb)	2	15838912	15848303	9392	1	rbpja	NM_198878.2	973	gene-rbpja	13.096279	0.320736268974881	TRUE
NC_133176.1	16761048	16761175	128	*	17	Intron (NM_001045485.2/pi4k2b, intron 4 of 9)	2	16747999	16774579	26581	1	pi4k2b	NM_001045485.2	13049	gene-pi4k2b	12.428694	0.326534188108314	TRUE
NC_133176.1	16780945	16780990	46	*	14	3' UTR	2	16780766	16819037	38272	2	dlc1	XM_005159860.5	38047	gene-dlc1	18.6886185	0.540691649053208	TRUE
NC_133176.1	18182719	18182755	37	*	14	Intron (XM_073910709.1/pcm1, intron 25 of 39)	2	18164549	18195470	30922	1	pcm1	XM_073910709.1	18170	gene-pcm1	21.504828	0.624534767641276	TRUE
NC_133176.1	19059752	19059847	96	*	20	Intron (XM_021469232.2/fat1a, intron 27 of 29)	2	18917413	19067727	150315	1	fat1a	XM_021469232.2	142339	gene-fat1a	14.666033	0.358908025360443	TRUE
NC_133176.1	19087446	19087499	54	*	14	Intron (XM_073951722.1/casp3a, intron 7 of 7)	2	19080188	19112698	32511	2	acsl1a	XM_005168349.5	25199	gene-acsl1a	9.5979985	0.099712071501428	TRUE
NC_133176.1	19189315	19189401	87	*	17	Intron (XM_005168366.5/si:ch211-197n1.2, intron 12 of 17)	2	19160886	19218161	57276	2	si:ch211-197n1.2	XM_005168366.5	28760	gene-si:ch211-197n1.2	0.8042815	-1.37920320372771	TRUE
NC_133176.1	20615381	20615452	72	*	16	Intron (XM_685567.11/ptpn9b, intron 4 of 12)	2	20608590	20626977	18388	1	ptpn9b	XM_685567.11	6791	gene-ptpn9b	11.9473925	0.268236777282304	TRUE
NC_133176.1	20622441	20622525	85	*	18	Intron (XM_685567.11/ptpn9b, intron 9 of 12)	2	20608590	20626977	18388	1	ptpn9b	XM_685567.11	13851	gene-ptpn9b	11.9473925	0.268236777282304	TRUE
NC_133176.1	21080122	21080238	117	*	21	Intron (NM_001162486.2/ecpas, intron 35 of 48)	2	21066903	21103574	36672	2	ecpas	NM_001162486.2	23336	gene-ecpas	14.790599	0.396740003490566	TRUE
NC_133176.1	21098199	21098345	147	*	18	Intron (NM_001162486.2/ecpas, intron 7 of 48)	2	21066903	21103574	36672	2	ecpas	NM_001162486.2	5229	gene-ecpas	14.790599	0.396740003490566	TRUE
NC_133176.1	21102105	21102202	98	*	16	Promoter (1-2kb)	2	21066903	21103574	36672	2	ecpas	NM_001162486.2	1372	gene-ecpas	14.790599	0.396740003490566	TRUE
NC_133176.1	21290785	21290839	55	*	14	5' UTR	2	21267494	21305823	38330	1	fnip2	XM_009307363.5	23291	gene-fnip2	4.643094	-0.324691533446406	TRUE
NC_133176.1	21574857	21574924	68	*	15	Promoter (<=1kb)	2	21574145	21621534	47390	1	prss12	XR_012406014.1	712	gene-prss12	1.5571415	-0.968191570401257	TRUE
NC_133176.1	21672809	21672884	76	*	15	Intron (XM_073950659.1/ndst3, intron 9 of 13)	2	21654193	21784920	130728	2	ndst3	XM_073950659.1	112036	gene-ndst3	9.9045365	0.115486233033424	TRUE
NC_133176.1	22299976	22300101	126	*	19	Intron (NM_131010.1/tll1, intron 6 of 21)	2	22245699	22337503	91805	2	tll1	NM_131010.1	37402	gene-tll1	1.4514955	-1.06945695952679	TRUE
NC_133176.1	22385827	22385907	81	*	16	Intron (NM_214810.2/cpe, intron 5 of 8)	2	22378406	22422823	44418	2	cpe	NM_214810.2	36916	gene-cpe	5.2313335	-0.270946483175275	TRUE
NC_133176.1	23532429	23532502	74	*	15	Intron (NM_001083851.1/kdm4c, intron 19 of 21)	2	23504815	23539760	34946	1	kdm4c	NM_001083851.1	27614	gene-kdm4c	3.147039	-0.531938574852653	TRUE
NC_133176.1	23957975	23958033	59	*	23	Intron (XM_073949192.1/chrnb3a, intron 4 of 4)	2	23956368	23965478	9111	2	chrnb3a	XM_073949192.1	7445	gene-chrnb3a	2.546449	-0.679685503741891	TRUE
NC_133176.1	24060032	24060145	114	*	18	Intron (NM_001042684.2/chrna6, intron 4 of 5)	2	24053213	24080809	27597	2	chrna6	NM_001042684.2	20664	gene-chrna6	0.2824585	-2.18344219300474	TRUE
NC_133176.1	24063792	24063846	55	*	18	Intron (NM_001042684.2/chrna6, intron 3 of 5)	2	24053213	24080809	27597	2	chrna6	NM_001042684.2	16963	gene-chrna6	0.2824585	-2.18344219300474	TRUE
NC_133176.1	24575232	24575328	97	*	16	Intron (XM_005170940.6/adgrl3.1, intron 13 of 23)	2	24527423	24730704	203282	2	adgrl3.1	XM_005170940.6	155376	gene-adgrl3.1	2.0856075	-0.872449704303043	TRUE
NC_133176.1	24848803	24848861	59	*	14	Promoter (<=1kb)	2	24844752	24849051	4300	2	rpl9	NM_001003861.1	190	gene-rpl9	3335.3686545	3.73955960294624	TRUE
NC_133176.1	24867208	24867416	209	*	26	Promoter (1-2kb)	2	24858578	24869252	10675	2	ugdh	NM_001110402.1	1836	gene-ugdh	37.5766865	0.984749431047955	TRUE
NC_133176.1	24929865	24929957	93	*	22	Intron (NM_200992.3/pds5a, intron 12 of 32)	2	24909121	24951758	42638	2	pds5a	NM_200992.3	21801	gene-pds5a	49.0856565	1.11265227965439	TRUE
NC_133176.1	24930548	24930647	100	*	20	Intron (NM_200992.3/pds5a, intron 10 of 32)	2	24909121	24951758	42638	2	pds5a	NM_200992.3	21111	gene-pds5a	49.0856565	1.11265227965439	TRUE
NC_133176.1	24931581	24931678	98	*	21	Intron (NM_200992.3/pds5a, intron 5 of 32)	2	24909121	24951758	42638	2	pds5a	NM_200992.3	20080	gene-pds5a	49.0856565	1.11265227965439	TRUE
NC_133176.1	25454809	25454878	70	*	23	Intron (XM_021475850.3/slit2, intron 23 of 39)	2	25357530	25489381	131852	1	slit2	XM_021475850.3	97279	gene-slit2	11.309891	0.234586766630409	TRUE
NC_133176.1	25477320	25477457	138	*	19	Intron (XM_021475850.3/slit2, intron 35 of 39)	2	25357530	25489381	131852	1	slit2	XM_021475850.3	119790	gene-slit2	11.309891	0.234586766630409	TRUE
NC_133176.1	25698490	25698566	77	*	26	Intron (XM_002660442.8/lrba, intron 37 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	270289	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25723844	25723962	119	*	16	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	244893	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25772667	25772774	108	*	21	Intron (XM_002660442.8/lrba, intron 35 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	196081	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25829607	25829710	104	*	20	Intron (XM_002660442.8/lrba, intron 27 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	139145	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25838624	25838817	194	*	17	Intron (XM_002660442.8/lrba, intron 25 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	130038	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25874443	25874597	155	*	25	Intron (XM_002660442.8/lrba, intron 12 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	94258	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25890079	25890209	131	*	22	Intron (XM_002660442.8/lrba, intron 5 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	78646	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	26087086	26087127	42	*	17	Intron (XM_021473903.3/fhip1aa, intron 4 of 12)	2	26067008	26110555	43548	1	fhip1aa	XM_021473903.3	20078	gene-fhip1aa	1.623262	-1.06339464369861	TRUE
NC_133176.1	26091228	26091331	104	*	15	Intron (XM_021473903.3/fhip1aa, intron 5 of 12)	2	26067008	26110555	43548	1	fhip1aa	XM_021473903.3	24220	gene-fhip1aa	1.623262	-1.06339464369861	TRUE
NC_133176.1	26138541	26138593	53	*	14	Intron (NM_001013446.3/gatb, intron 3 of 12)	2	26117975	26152455	34481	2	gatb	NM_001013446.3	13862	gene-gatb	7.3298855	-0.0383478992089521	TRUE
NC_133176.1	26609319	26609382	64	*	16	Promoter (<=1kb)	2	26477781	26609705	131925	2	fbxw7	XM_021473910.2	323	gene-fbxw7	17.628589	0.511662894112003	TRUE
NC_133176.1	26913477	26913633	157	*	20	Intron (XM_005170953.6/tmem131l, intron 20 of 33)	2	26833080	26935681	102602	1	tmem131l	XM_005170953.6	80397	gene-tmem131l	13.407352	0.311592221907126	TRUE
NC_133176.1	26935613	26935677	65	*	20	3' UTR	2	26833080	26935681	102602	1	tmem131l	XM_005170953.6	102533	gene-tmem131l	13.407352	0.311592221907126	TRUE
NC_133176.1	28110263	28110339	77	*	14	Intron (XM_073944946.1/g3bp2a, intron 13 of 13)	2	28091485	28112633	21149	1	g3bp2a	XM_073944946.1	18778	gene-g3bp2a	17.886926	0.514473616184117	TRUE
NC_133176.1	28144615	28144743	129	*	18	Intron (XM_009291480.5/uso1, intron 14 of 24)	2	28114234	28157192	42959	1	uso1	XM_009291480.5	30381	gene-uso1	20.4666125	0.605362653341251	TRUE
NC_133176.1	28265348	28265475	128	*	25	5' UTR	2	28243742	28292738	48997	1	coro2aa	XM_005159876.6	21606	gene-coro2aa	14.4440805	0.380780249769837	TRUE
NC_133176.1	28299274	28299388	115	*	17	Intron (NM_212603.2/anp32b, intron 5 of 6)	2	28298426	28302922	4497	2	anp32b	NM_212603.2	3534	gene-anp32b	435.708641	2.51045022513008	TRUE
NC_133176.1	28299537	28299659	123	*	24	Intron (NM_212603.2/anp32b, intron 3 of 6)	2	28298426	28302922	4497	2	anp32b	NM_212603.2	3263	gene-anp32b	435.708641	2.51045022513008	TRUE
NC_133176.1	28300748	28300904	157	*	16	Promoter (2-3kb)	2	28298426	28302922	4497	2	anp32b	NM_212603.2	2018	gene-anp32b	435.708641	2.51045022513008	TRUE
NC_133176.1	28302696	28302766	71	*	23	Promoter (<=1kb)	2	28298426	28302922	4497	2	anp32b	NM_212603.2	156	gene-anp32b	435.708641	2.51045022513008	TRUE
NC_133176.1	28750305	28750331	27	*	13	Intron (XM_073945882.1/bnc2, intron 1 of 5)	2	28662513	28850069	187557	1	bnc2	XM_073945882.1	87792	gene-bnc2	3.4907485	-0.50700408865665	TRUE
NC_133176.1	32492670	32492831	162	*	18	Intron (NM_213047.1/pwp2h, intron 11 of 20)	2	32466476	32534679	68204	2	pwp2h	NM_213047.1	41848	gene-pwp2h	37.87977	0.977635906548472	TRUE
NC_133176.1	32677891	32678020	130	*	30	Promoter (<=1kb)	2	32677134	32680797	3664	1	cryaa	XM_073947072.1	757	gene-cryaa	0.325232	-1.95034445390563	TRUE
NC_133176.1	33350247	33350350	104	*	15	Promoter (2-3kb)	2	33348094	33352152	4059	1	cpb2	NM_001020703.2	2153	gene-cpb2	11.8413795	0.279461156296526	TRUE
NC_133176.1	33358972	33359061	90	*	15	Intron (XM_073949313.1/cpb2, intron 8 of 8)	2	33348104	33420674	72571	1	cpb2	XM_073949313.1	10868	gene-cpb2	11.8413795	0.279461156296526	TRUE
NC_133176.1	33372201	33372504	304	*	27	Intron (XM_073949313.1/cpb2, intron 8 of 8)	2	33348104	33420674	72571	1	cpb2	XM_073949313.1	24097	gene-cpb2	11.8413795	0.279461156296526	TRUE
NC_133176.1	33378285	33378363	79	*	16	Intron (XM_073949313.1/cpb2, intron 8 of 8)	2	33348104	33420674	72571	1	cpb2	XM_073949313.1	30181	gene-cpb2	11.8413795	0.279461156296526	TRUE
NC_133176.1	33488231	33488313	83	*	15	Intron (NM_001002746.2/pcca, intron 9 of 22)	2	33450641	33542390	91750	1	pcca	NM_001002746.2	37590	gene-pcca	25.9790305	0.739133618404006	TRUE
NC_133176.1	33954842	33955003	162	*	26	Promoter (<=1kb)	2	33932194	33955297	23104	2	si:dkey-22o12.2	NM_001126467.1	294	gene-si:dkey-22o12.2	4.973514	-0.285786043768667	TRUE
NC_133176.1	36225802	36225999	198	*	30	3' UTR	2	36053593	36226379	172787	1	nlgn4xa	XM_009292174.4	172209	gene-nlgn4xa	0.602527	-1.55147028332094	TRUE
NC_133176.1	37067988	37068064	77	*	17	Intron (NM_200909.1/creb1a, intron 5 of 7)	2	37060984	37071575	10592	2	creb1a	NM_200909.1	3511	gene-creb1a	33.963386	0.923378357760924	TRUE
NC_133176.1	37069436	37069509	74	*	15	Promoter (2-3kb)	2	37060984	37071575	10592	2	creb1a	NM_200909.1	2066	gene-creb1a	33.963386	0.923378357760924	TRUE
NC_133176.1	37205459	37205668	210	*	18	Intron (NM_173272.2/arl13b, intron 4 of 9)	2	37191432	37217193	25762	1	arl13b	NM_173272.2	14027	gene-arl13b	9.1501095	0.093529633788196	TRUE
NC_133176.1	37809469	37809558	90	*	16	Promoter (<=1kb)	2	37808972	37827420	18449	1	slc5a7a	XM_021476736.3	497	gene-slc5a7a	0.672408	-1.41767222052681	TRUE
NC_133176.1	37809595	37809649	55	*	16	Promoter (<=1kb)	2	37808972	37827420	18449	1	slc5a7a	XM_021476736.3	623	gene-slc5a7a	0.672408	-1.41767222052681	TRUE
NC_133176.1	37815391	37815535	145	*	17	Intron (XM_021476736.3/slc5a7a, intron 5 of 8)	2	37808972	37827420	18449	1	slc5a7a	XM_021476736.3	6419	gene-slc5a7a	0.672408	-1.41767222052681	TRUE
NC_133176.1	37823592	37823808	217	*	30	Intron (XM_021476736.3/slc5a7a, intron 8 of 8)	2	37808972	37827420	18449	1	slc5a7a	XM_021476736.3	14620	gene-slc5a7a	0.672408	-1.41767222052681	TRUE
NC_133176.1	37859310	37859363	54	*	16	Promoter (<=1kb)	2	37859094	37860570	1477	1	kctd12.2	NM_001034019.2	216	gene-kctd12.2	13.7113345	0.369474755789829	TRUE
NC_133176.1	38752270	38752383	114	*	27	Intron (NM_001137659.1/frem3, intron 20 of 23)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	33367	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38758302	38758414	113	*	20	Intron (XM_073915570.1/hhip, intron 2 of 17)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	27336	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38783461	38783581	121	*	17	Promoter (2-3kb)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	2169	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38783774	38784016	243	*	29	Promoter (1-2kb)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	1734	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38784104	38784348	245	*	35	Promoter (1-2kb)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	1402	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38784434	38784874	441	*	33	Promoter (<=1kb)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	876	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38785373	38785534	162	*	16	Promoter (<=1kb)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	216	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38945259	38945322	64	*	15	Intron (XM_073915570.1/hhip, intron 6 of 17)	2	38754200	38990496	236297	1	hhip	XM_073915570.1	191059	gene-hhip	16.5660345	0.463915051471953	TRUE
NC_133176.1	38979190	38979279	90	*	26	Intron (XM_073915570.1/hhip, intron 16 of 17)	2	38754200	38990496	236297	1	hhip	XM_073915570.1	224990	gene-hhip	16.5660345	0.463915051471953	TRUE
NC_133176.1	39060635	39060727	93	*	17	Intron (NM_131356.2/smad1, intron 3 of 6)	2	39049824	39085028	35205	2	smad1	NM_131356.2	24301	gene-smad1	30.9897525	0.866424446687048	TRUE
NC_133176.1	39571886	39571972	87	*	35	Promoter (<=1kb)	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	-384	gene-pou4f2	0.673698	-1.68389383896364	TRUE
NC_133176.1	39574990	39575078	89	*	28	Promoter (2-3kb)	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	2634	gene-pou4f2	0.673698	-1.68389383896364	TRUE
NC_133176.1	39575495	39575564	70	*	18	Distal Intergenic	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	3139	gene-pou4f2	0.673698	-1.68389383896364	TRUE
