seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	gene_name	mean_tpm	z_fpkm	is_active
NC_133176.1	19189315	19189401	87	*	17	Intron (XM_005168366.5/si:ch211-197n1.2, intron 12 of 17)	2	19160886	19218161	57276	2	si:ch211-197n1.2	XM_005168366.5	28760	gene-si:ch211-197n1.2	0.8042815	-1.37920320372771	TRUE
NC_133176.1	21290785	21290839	55	*	14	5' UTR	2	21267494	21305823	38330	1	fnip2	XM_009307363.5	23291	gene-fnip2	4.643094	-0.324691533446406	TRUE
NC_133176.1	21574857	21574924	68	*	15	Promoter (<=1kb)	2	21574145	21621534	47390	1	prss12	XR_012406014.1	712	gene-prss12	1.5571415	-0.968191570401257	TRUE
NC_133176.1	21672809	21672884	76	*	15	Intron (XM_073950659.1/ndst3, intron 9 of 13)	2	21654193	21784920	130728	2	ndst3	XM_073950659.1	112036	gene-ndst3	9.9045365	0.115486233033424	TRUE
NC_133176.1	24063792	24063846	55	*	18	Intron (NM_001042684.2/chrna6, intron 3 of 5)	2	24053213	24080809	27597	2	chrna6	NM_001042684.2	16963	gene-chrna6	0.2824585	-2.18344219300474	TRUE
NC_133176.1	24575232	24575328	97	*	16	Intron (XM_005170940.6/adgrl3.1, intron 13 of 23)	2	24527423	24730704	203282	2	adgrl3.1	XM_005170940.6	155376	gene-adgrl3.1	2.0856075	-0.872449704303043	TRUE
NC_133176.1	24848803	24848861	59	*	14	Promoter (<=1kb)	2	24844752	24849051	4300	2	rpl9	NM_001003861.1	190	gene-rpl9	3335.3686545	3.73955960294624	TRUE
NC_133176.1	25723844	25723962	119	*	16	Intron (XM_002660442.8/lrba, intron 36 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	244893	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25874443	25874597	155	*	25	Intron (XM_002660442.8/lrba, intron 12 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	94258	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	25890079	25890209	131	*	22	Intron (XM_002660442.8/lrba, intron 5 of 55)	2	25537692	25968855	431164	2	lrba	XM_002660442.8	78646	gene-lrba	5.0048595	-0.293614433519114	TRUE
NC_133176.1	26609319	26609382	64	*	16	Promoter (<=1kb)	2	26477781	26609705	131925	2	fbxw7	XM_021473910.2	323	gene-fbxw7	17.628589	0.511662894112003	TRUE
NC_133176.1	28302696	28302766	71	*	23	Promoter (<=1kb)	2	28298426	28302922	4497	2	anp32b	NM_212603.2	156	gene-anp32b	435.708641	2.51045022513008	TRUE
NC_133176.1	32677891	32678020	130	*	30	Promoter (<=1kb)	2	32677134	32680797	3664	1	cryaa	XM_073947072.1	757	gene-cryaa	0.325232	-1.95034445390563	TRUE
NC_133176.1	33372201	33372504	304	*	27	Intron (XM_073949313.1/cpb2, intron 8 of 8)	2	33348104	33420674	72571	1	cpb2	XM_073949313.1	24097	gene-cpb2	11.8413795	0.279461156296526	TRUE
NC_133176.1	33954842	33955003	162	*	26	Promoter (<=1kb)	2	33932194	33955297	23104	2	si:dkey-22o12.2	NM_001126467.1	294	gene-si:dkey-22o12.2	4.973514	-0.285786043768667	TRUE
NC_133176.1	37205459	37205668	210	*	18	Intron (NM_173272.2/arl13b, intron 4 of 9)	2	37191432	37217193	25762	1	arl13b	NM_173272.2	14027	gene-arl13b	9.1501095	0.093529633788196	TRUE
NC_133176.1	37823592	37823808	217	*	30	Intron (XM_021476736.3/slc5a7a, intron 8 of 8)	2	37808972	37827420	18449	1	slc5a7a	XM_021476736.3	14620	gene-slc5a7a	0.672408	-1.41767222052681	TRUE
NC_133176.1	37859310	37859363	54	*	16	Promoter (<=1kb)	2	37859094	37860570	1477	1	kctd12.2	NM_001034019.2	216	gene-kctd12.2	13.7113345	0.369474755789829	TRUE
NC_133176.1	38785373	38785534	162	*	16	Promoter (<=1kb)	2	38749171	38785750	36580	2	frem3	NM_001137659.1	216	gene-frem3	8.431876	0.0113319882336176	TRUE
NC_133176.1	38945259	38945322	64	*	15	Intron (XM_073915570.1/hhip, intron 6 of 17)	2	38754200	38990496	236297	1	hhip	XM_073915570.1	191059	gene-hhip	16.5660345	0.463915051471953	TRUE
NC_133176.1	39060635	39060727	93	*	17	Intron (NM_131356.2/smad1, intron 3 of 6)	2	39049824	39085028	35205	2	smad1	NM_131356.2	24301	gene-smad1	30.9897525	0.866424446687048	TRUE
NC_133176.1	39172824	39172898	75	*	15	3' UTR	2	39153948	39240820	86873	1	LOC141386123	XR_012407219.1	18876	gene-LOC141386123	0	-Inf	FALSE
NC_133176.1	39183137	39183209	73	*	16	Intron (XR_012407219.1/LOC141386123, intron 1 of 2)	2	39153948	39240820	86873	1	LOC141386123	XR_012407219.1	29189	gene-LOC141386123	0	-Inf	FALSE
NC_133176.1	39528751	39528817	67	*	17	Distal Intergenic	2	39486028	39519202	33175	2	LOC141386125	XR_012407221.1	-9549	gene-LOC141386125	0.014374	-3.40041751928347	FALSE
NC_133176.1	39571886	39571972	87	*	35	Promoter (<=1kb)	2	39572356	39574153	1798	1	pou4f2	NM_212807.1	-384	gene-pou4f2	0.673698	-1.68389383896364	TRUE
NC_133176.1	39628726	39628826	101	*	28	Distal Intergenic	2	39661768	39664833	3066	1	LOC141383310	XR_012404326.1	-32942	gene-LOC141383310	0.1783645	-2.39400360436608	TRUE
NC_133176.1	40085468	40085608	141	*	35	Intron (NM_001100403.1/nr3c2, intron 3 of 8)	2	40048212	40205499	157288	2	nr3c2	NM_001100403.1	119891	gene-nr3c2	0.4498865	-1.73115022687525	TRUE
NC_133176.1	40376967	40377049	83	*	15	Intron (XM_009292593.5/dclk2a, intron 9 of 16)	2	40308710	40403281	94572	1	dclk2a	XM_009292593.5	68257	gene-dclk2a	9.1211735	0.0971920988688842	TRUE
NC_133176.1	42058902	42058980	79	*	16	Intron (XR_012407266.1/LOC141386128, intron 2 of 2)	2	42032750	42103646	70897	1	LOC141386128	XR_012407266.1	26152	gene-LOC141386128	0	-Inf	FALSE
NC_133176.1	44845618	44845671	54	*	17	Promoter (<=1kb)	2	44845053	44852881	7829	1	mogs	XM_005160076.5	565	gene-mogs	15.1793905	0.402596189458612	TRUE
NC_133176.1	46942750	46942802	53	*	15	Promoter (<=1kb)	2	46910384	46942792	32409	2	suclg1	XR_012398607.1	0	gene-suclg1	170.6427315	1.89515296554788	TRUE
NC_133176.1	47472798	47472928	131	*	24	Intron (XM_009293418.4/ctnnd1, intron 9 of 20)	2	47432446	47488391	55946	1	ctnnd1	XM_009293418.4	40352	gene-ctnnd1	32.6418315	0.894365614538279	TRUE
NC_133176.1	48060929	48060978	50	*	16	3' UTR	2	48060368	48071985	11618	2	si:dkey-9i23.8	XM_009293487.5	11007	gene-si:dkey-9i23.8	0.004458	-Inf	FALSE
NC_133176.1	48913822	48913904	83	*	25	Promoter (2-3kb)	2	48899075	48916388	17314	2	septin3	XM_068219463.2	2484	gene-septin3	10.8382445	0.220909155771788	TRUE
NC_133176.1	48946724	48946801	78	*	19	Promoter (<=1kb)	2	48946180	48951874	5695	1	trappc5	XM_005160036.5	544	gene-trappc5	26.0540905	0.773891715901656	TRUE
NC_133176.1	51795447	51795546	100	*	16	Intron (XM_021477188.3/sorcs3a, intron 18 of 26)	2	51419441	51832416	412976	1	sorcs3a	XM_021477188.3	376006	gene-sorcs3a	0.068523	-2.98283420636102	TRUE
NC_133176.1	51951315	51951369	55	*	16	Intron (XM_073945266.1/gsk3bb, intron 8 of 11)	2	51888236	52723052	834817	2	gsk3bb	XM_073945266.1	771683	gene-gsk3bb	1.680368	-0.963424201238035	TRUE
NC_133176.1	53213842	53213872	31	*	14	Intron (XM_068222873.2/lef1, intron 9 of 9)	2	53128721	53218083	89363	1	lef1	XM_068222873.2	85121	gene-lef1	8.9468785	0.084984998613091	TRUE
NC_133176.1	55489616	55489680	65	*	14	5' UTR	2	55479182	55501087	21906	1	best2	XM_073905899.1	10434	gene-best2	0.0119	-4.04298332357499	FALSE
NC_133176.1	55617488	55617659	172	*	21	Promoter (<=1kb)	2	55587633	55618202	30570	2	si:dkey-121b10.7	XM_001337952.7	543	gene-si:dkey-121b10.7	3.1493575	-0.557139651899145	TRUE
NC_133176.1	56708834	56708992	159	*	26	Intron (XM_686942.11/tbc1d9, intron 8 of 20)	2	56683646	56727475	43830	1	tbc1d9	XM_686942.11	25188	gene-tbc1d9	1.1753905	-1.18575634901964	TRUE
NC_133176.1	57042837	57042964	128	*	25	Intron (XM_009294698.5/usp34, intron 38 of 77)	2	57006175	57099340	93166	2	usp34	XM_009294698.5	56376	gene-usp34	2.667909	-0.672157901921591	TRUE
NC_133176.1	57053410	57053497	88	*	15	Intron (XM_009294698.5/usp34, intron 21 of 77)	2	57006175	57099340	93166	2	usp34	XM_009294698.5	45843	gene-usp34	2.667909	-0.672157901921591	TRUE
NC_133176.1	57099004	57099060	57	*	18	Promoter (<=1kb)	2	57006175	57099340	93166	2	usp34	XM_009294698.5	280	gene-usp34	2.667909	-0.672157901921591	TRUE
NC_133176.1	57375957	57376006	50	*	17	Intron (NM_001003501.1/capn9, intron 7 of 19)	2	57361182	57387187	26006	2	capn9	NM_001003501.1	11181	gene-capn9	98.0210125	1.59307929985	TRUE
NC_133176.1	57564351	57564472	122	*	39	Intron (XM_677708.11/dcaf15, intron 11 of 12)	2	57549902	57565179	15278	1	dcaf15	XM_677708.11	14449	gene-dcaf15	10.1043595	0.195883362258524	TRUE
NC_133176.1	57577890	57577960	71	*	16	Intron (XM_073906217.1/rfx1b, intron 9 of 16)	2	57568980	57585936	16957	2	rfx1b	XM_073906217.1	7976	gene-rfx1b	10.053088	0.135040453618178	TRUE
NC_133176.1	57814150	57814247	98	*	17	Intron (XM_021477406.3/pkd1a, intron 25 of 48)	2	57754508	57904715	150208	2	pkd1a	XM_021477406.3	90468	gene-pkd1a	1.3891175	-1.06668377636006	TRUE
NC_133176.1	58501066	58501179	114	*	17	Intron (NM_001130776.1/vps54, intron 14 of 22)	2	58494099	58526852	32754	2	vps54	NM_001130776.1	25673	gene-vps54	3.848904	-0.474517992872779	TRUE
NC_133176.1	59292245	59292307	63	*	14	5' UTR	2	59270481	59329289	58809	2	samd1b	XR_012382498.1	36982	gene-samd1b	4.5984545	-0.274794543890495	TRUE
NC_133176.1	61285090	61285178	89	*	15	Promoter (<=1kb)	2	61282967	61285686	2720	2	nxnl1	NM_001110760.1	508	gene-nxnl1	0	-Inf	FALSE
NC_133176.1	62201767	62201910	144	*	21	Intron (NM_213242.1/dnm2b, intron 7 of 23)	2	62190351	62215234	24884	2	dnm2b	NM_213242.1	13324	gene-dnm2b	15.576418	0.440580760342921	TRUE
NC_133176.1	62523464	62523613	150	*	16	Intron (NM_213219.2/akap8l, intron 9 of 12)	2	62518051	62534618	16568	2	akap8l	NM_213219.2	11005	gene-akap8l	91.3059245	1.55348040016866	TRUE
NC_133176.1	62563553	62563603	51	*	15	Intron (XM_017355997.3/col5a3b, intron 42 of 64)	2	62552197	62589463	37267	2	col5a3b	XM_017355997.3	25860	gene-col5a3b	15.0130695	0.382612782720672	TRUE
NC_133177.1	299556	299901	346	*	26	Intron (XM_009296424.5/mep1bb, intron 8 of 13)	3	293686	303556	9871	2	mep1bb	XM_009296424.5	3655	gene-mep1bb	0.0794065	-2.81590651587747	TRUE
NC_133177.1	383560	383921	362	*	23	Intron (XM_073921265.1/mov10l1, intron 16 of 25)	3	372355	400324	27970	1	mov10l1	XM_073921265.1	11205	gene-mov10l1	0.52471	-1.50514829240473	TRUE
NC_133177.1	1026889	1027000	112	*	23	5' UTR	3	1007936	1034763	26828	2	irf4a	XM_073909538.1	7763	gene-irf4a	0.041566	-3.0836454058799	FALSE
NC_133177.1	1256328	1256402	75	*	17	Intron (XM_017351211.4/cacna1eb, intron 33 of 44)	3	1155845	1276474	120630	1	cacna1eb	XM_017351211.4	100483	gene-cacna1eb	0.051369	-3.12684258536962	FALSE
NC_133177.1	1532716	1532819	104	*	20	Intron (NM_001291325.1/ss18, intron 6 of 8)	3	1524354	1540769	16416	2	ss18	NM_001291325.1	7950	gene-ss18	75.6206455	1.42324755469982	TRUE
NC_133177.1	3041318	3041384	67	*	15	Intron (NM_001113597.1/eif2b5, intron 12 of 15)	3	3026774	3045490	18717	1	eif2b5	NM_001113597.1	14544	gene-eif2b5	24.4477045	0.726794792857143	TRUE
NC_133177.1	3076363	3076490	128	*	18	Intron (XR_012390224.1/LOC101882074, intron 1 of 1)	3	3055870	3083446	27577	1	LOC101882074	XM_021468450.3	20493	gene-LOC101882074	0.1735855	-2.71956672486736	TRUE
NC_133177.1	3076656	3076800	145	*	21	Intron (XR_012390224.1/LOC101882074, intron 1 of 1)	3	3055870	3083446	27577	1	LOC101882074	XM_021468450.3	20786	gene-LOC101882074	0.1735855	-2.71956672486736	TRUE
NC_133177.1	3323391	3323471	81	*	15	Promoter (<=1kb)	3	3270671	3323467	52797	2	wnt3a	NM_001007185.1	0	gene-wnt3a	2.8263445	-0.679059270035016	TRUE
NC_133177.1	3437339	3437532	194	*	19	Intron (NM_001045363.1/wnt9a, intron 4 of 4)	3	3366859	3437833	70975	1	wnt9a	NM_001045363.1	70480	gene-wnt9a	0.847506	-1.48913900758775	TRUE
NC_133177.1	4326363	4326445	83	*	22	Intron (NM_001331068.1/yme1l1b, intron 14 of 17)	3	4321003	4347224	26222	2	yme1l1b	NM_001331068.1	20779	gene-yme1l1b	12.389432	0.291795014803885	TRUE
NC_133177.1	4485962	4486014	53	*	15	Promoter (1-2kb)	3	4484767	4495705	10939	1	gata6	XM_017358955.3	1195	gene-gata6	14.7996625	0.391033414761604	TRUE
NC_133177.1	4486152	4486276	125	*	30	Promoter (1-2kb)	3	4484767	4495705	10939	1	gata6	XM_017358955.3	1385	gene-gata6	14.7996625	0.391033414761604	TRUE
NC_133177.1	4632078	4632211	134	*	22	Intron (XM_005163651.6/cables1, intron 8 of 8)	3	4581400	4637280	55881	1	cables1	XM_005163651.6	50678	gene-cables1	1.760576	-0.900663194084888	TRUE
NC_133177.1	5047804	5047937	134	*	24	Intron (NM_001347881.1/tnk2b, intron 5 of 13)	3	5017638	5076943	59306	2	tnk2b	NM_001347881.1	29006	gene-tnk2b	1.222335	-1.14004972197599	TRUE
NC_133177.1	5618801	5618848	48	*	16	Intron (XM_073922666.1/gnb4a, intron 2 of 9)	3	5608001	5633648	25648	1	gnb4a	XM_073922666.1	10800	gene-gnb4a	10.935332	0.188045324346101	TRUE
NC_133177.1	6460295	6460368	74	*	20	5' UTR	3	6445512	6468485	22974	1	fzr1b	XM_003197818.6	14783	gene-fzr1b	3.2037225	-0.5754525925313	TRUE
NC_133177.1	7492995	7493101	107	*	27	Intron (XR_012387640.1/xpr1b, intron 13 of 13)	3	7468360	7508237	39878	2	rc3h1b	XM_009297313.5	15136	gene-rc3h1b	10.759614	0.186662958490889	TRUE
NC_133177.1	7565113	7565484	372	*	72	Intron (XR_012387640.1/xpr1b, intron 13 of 13)	3	7317729	7891364	573636	1	xpr1b	XR_012387640.1	247384	gene-xpr1b	13.546645	0.348764010753766	TRUE
NC_133177.1	8453806	8453856	51	*	14	Promoter (<=1kb)	3	8453132	8455291	2160	1	chst2a	NM_001079995.2	674	gene-chst2a	17.2149815	0.46569296993875	TRUE
NC_133177.1	9898242	9898288	47	*	15	Promoter (<=1kb)	3	9897400	9905251	7852	1	dnajb4	NM_001003455.1	842	gene-dnajb4	1.432644	-1.09983728135237	TRUE
NC_133177.1	9905964	9906101	138	*	25	Promoter (<=1kb)	3	9905655	9936736	31082	1	gipc2	NM_200930.1	309	gene-gipc2	9.420283	0.134871738563201	TRUE
NC_133177.1	10055685	10056556	872	*	50	Intron (NM_131757.2/dvl3a, intron 13 of 14)	3	10051022	10093097	42076	2	dvl3a	NM_131757.2	36541	gene-dvl3a	25.3048325	0.727903683171048	TRUE
NC_133177.1	10092566	10092729	164	*	23	Promoter (<=1kb)	3	10051022	10093097	42076	2	dvl3a	NM_131757.2	368	gene-dvl3a	25.3048325	0.727903683171048	TRUE
NC_133177.1	10543891	10543953	63	*	22	Promoter (1-2kb)	3	10539749	10545631	5883	2	dmbx1a	NM_152977.1	1678	gene-dmbx1a	6.4723545	-0.176529139492559	TRUE
NC_133177.1	10839085	10839180	96	*	16	Intron (XM_073914752.1/scinlb, intron 11 of 16)	3	10819560	10874116	54557	2	scinlb	XM_073914752.1	34936	gene-scinlb	10.4640335	0.14455122145587	TRUE
NC_133177.1	12289714	12289821	108	*	19	Intron (XM_073915985.1/abhd3, intron 6 of 8)	3	12281056	12341229	60174	2	abhd3	XM_073915985.1	51408	gene-abhd3	0.2138305	-2.2692801337207	TRUE
NC_133177.1	17476228	17476329	102	*	21	Intron (NM_001130620.1/abcd3b, intron 20 of 22)	3	17474272	17489947	15676	2	abcd3b	NM_001130620.1	13618	gene-abcd3b	7.1567875	-0.113356446269773	TRUE
NC_133177.1	18557195	18557301	107	*	24	Intron (NM_001256616.1/sh3glb1b, intron 5 of 8)	3	18541931	18562194	20264	1	sh3glb1b	NM_001256616.1	15264	gene-sh3glb1b	20.1361205	0.60532009361467	TRUE
NC_133177.1	18559848	18559911	64	*	17	Intron (NM_001256616.1/sh3glb1b, intron 8 of 8)	3	18541931	18562194	20264	1	sh3glb1b	NM_001256616.1	17917	gene-sh3glb1b	20.1361205	0.60532009361467	TRUE
NC_133177.1	18567606	18567736	131	*	23	3' UTR	3	18566733	18585080	18348	2	arhgef4	XM_068213747.2	17344	gene-arhgef4	9.1307895	0.11154832480131	TRUE
NC_133177.1	19094304	19094483	180	*	24	Intron (NM_001001951.1/ubxn7, intron 1 of 10)	3	19081289	19107816	26528	1	ubxn7	NM_001001951.1	13015	gene-ubxn7	18.185604	0.53707216834391	TRUE
NC_133177.1	19094553	19094620	68	*	15	Intron (NM_001001951.1/ubxn7, intron 3 of 10)	3	19081289	19107816	26528	1	ubxn7	NM_001001951.1	13264	gene-ubxn7	18.185604	0.53707216834391	TRUE
NC_133177.1	20000736	20000909	174	*	44	Intron (XM_073921716.1/ptprfb, intron 20 of 26)	3	19987363	20118714	131352	2	ptprfb	XM_073921716.1	117805	gene-ptprfb	22.5529935	0.631287084877717	TRUE
NC_133177.1	21204258	21204345	88	*	23	Intron (XM_017358962.4/pbx1a, intron 2 of 8)	3	21112468	21242268	129801	2	pbx1a	XM_017358962.4	37923	gene-pbx1a	4.127187	-0.346051979768336	TRUE
NC_133177.1	21728338	21728480	143	*	22	Intron (XM_001344468.8/zfyve9a, intron 9 of 18)	3	21700706	21774458	73753	2	zfyve9a	XM_001344468.8	45978	gene-zfyve9a	6.7102925	-0.0980450459410914	TRUE
NC_133177.1	23389628	23389751	124	*	17	Intron (XM_073924723.1/plppr4a, intron 3 of 8)	3	23353207	23411289	58083	1	plppr4a	XM_073924723.1	36421	gene-plppr4a	0.301854	-2.10419986794846	TRUE
NC_133177.1	23536514	23536585	72	*	16	5' UTR	3	23512305	23551898	39594	1	agla	XR_012388746.1	24209	gene-agla	8.527491	0.034309198471981	TRUE
NC_133177.1	25643901	25643999	99	*	19	Intron (NM_001080670.1/hs2st1a, intron 2 of 6)	3	25620047	25651896	31850	1	hs2st1a	NM_001080670.1	23854	gene-hs2st1a	15.719737	0.406980432242686	TRUE
NC_133177.1	25925334	25925409	76	*	18	Intron (NM_001301360.1/septin2, intron 4 of 12)	3	25920180	25943408	23229	1	septin2	NM_001301360.1	5154	gene-septin2	130.727201	1.75335599263193	TRUE
NC_133177.1	26044806	26044977	172	*	40	Intron (XM_005171217.6/kif1ab, intron 13 of 46)	3	26022487	26090627	68141	1	kif1ab	XM_005171217.6	22319	gene-kif1ab	1.292091	-1.12719789884445	TRUE
NC_133177.1	26316623	26316709	87	*	16	Intron (XM_005171212.6/mllt1b, intron 3 of 11)	3	26299459	26322957	23499	2	mllt1b	XM_005171212.6	6248	gene-mllt1b	7.4878325	-0.0115137238693815	TRUE
NC_133177.1	26501802	26501846	45	*	17	5' UTR	3	26485554	26509140	23587	1	LOC103910044	XR_012391686.1	16248	gene-LOC103910044	0.2174695	-1.86834296317669	TRUE
NC_133177.1	27744129	27744234	106	*	40	3' UTR	3	27742837	27792745	49909	2	kcnn1a	XM_005171236.6	48511	gene-kcnn1a	1.317191	-1.06018658637903	TRUE
NC_133177.1	27744437	27744633	197	*	54	Intron (XM_005171236.6/kcnn1a, intron 9 of 9)	3	27742837	27792745	49909	2	kcnn1a	XM_005171236.6	48112	gene-kcnn1a	1.317191	-1.06018658637903	TRUE
NC_133177.1	27867632	27867767	136	*	17	Intron (XR_011006573.2/LOC137487819, intron 3 of 4)	3	27850298	27876886	26589	2	LOC137487819	XR_011006573.2	9119	gene-LOC137487819	0.0737135	-2.81332711739709	TRUE
NC_133177.1	29152291	29152396	106	*	16	3' UTR	3	28994779	29154217	159439	1	tnika	XM_005163387.5	157512	gene-tnika	5.6050635	-0.184063200132626	TRUE
NC_133177.1	29398973	29399042	70	*	15	Promoter (<=1kb)	3	29398760	29496297	97538	1	grin3ba	XM_021467383.3	213	gene-grin3ba	0.2728085	-2.00618808485378	TRUE
NC_133177.1	29807557	29807654	98	*	15	Promoter (<=1kb)	3	29802070	29808011	5942	2	rabggtb	NM_213112.2	357	gene-rabggtb	24.127257	0.720676887237319	TRUE
NC_133177.1	29819171	29819994	824	*	43	Promoter (<=1kb)	3	29818621	29833987	15367	1	hectd3	NM_001077159.2	550	gene-hectd3	15.5552265	0.448835860612944	TRUE
NC_133177.1	29857199	29857302	104	*	19	3' UTR	3	29853356	29863375	10020	2	si:ch211-106k21.5	XM_073926216.1	6073	gene-si:ch211-106k21.5	8.874384	0.0617470650269507	TRUE
NC_133177.1	29959398	29959461	64	*	17	Promoter (<=1kb)	3	29951568	29959796	8229	2	tmem59	NM_001111188.1	335	gene-tmem59	23.518702	0.675272504444966	TRUE
NC_133177.1	30654941	30655021	81	*	15	Promoter (1-2kb)	3	30651359	30656173	4815	2	dsela	XM_691410.8	1152	gene-dsela	0.605639	-1.63935681256925	TRUE
NC_133177.1	31127516	31127606	91	*	21	Promoter (<=1kb)	3	31011876	31127870	115995	2	xkr4	NM_001012258.2	264	gene-xkr4	3.73526	-0.440915945713511	TRUE
NC_133177.1	33449845	33449872	28	*	14	Promoter (<=1kb)	3	33449613	33485261	35649	1	marchf6	XR_012383742.1	232	gene-marchf6	13.033488	0.30394101214084	TRUE
NC_133177.1	33888316	33888410	95	*	18	Intron (XR_012387771.1/myom1a, intron 10 of 21)	3	33876712	33905517	28806	1	myom1a	XR_012387771.1	11604	gene-myom1a	14.6171075	0.354548786294485	TRUE
NC_133177.1	34928362	34928432	71	*	14	Promoter (<=1kb)	3	34928070	34976769	48700	1	ankhb	NM_194370.1	292	gene-ankhb	8.2723945	0.059460976742248	TRUE
NC_133177.1	35638732	35638821	90	*	16	5' UTR	3	35605945	35770200	164256	1	ccr9a	XM_068224122.2	32787	gene-ccr9a	0.067409	-3.20536188755475	FALSE
NC_133177.1	36999766	36999828	63	*	16	Intron (NM_201074.2/eif2b3, intron 6 of 11)	3	36981846	37045027	63182	2	eif2b3	NM_201074.2	45199	gene-eif2b3	20.37987	0.595043917643222	TRUE
NC_133177.1	37092400	37092516	117	*	17	Intron (NM_213001.1/klhl20, intron 5 of 10)	3	37085123	37099885	14763	1	klhl20	NM_213001.1	7277	gene-klhl20	9.29472	0.10694196771291	TRUE
NC_133177.1	37438293	37438501	209	*	19	Intron (XR_012392819.1/LOC141378377, intron 1 of 3)	3	37154402	37453954	299553	1	LOC141378377	XR_012392819.1	283891	gene-LOC141378377	0.0116395	-Inf	FALSE
NC_133177.1	37457012	37457118	107	*	17	5' UTR	3	37347936	37529564	181629	2	brinp2	NM_001309831.2	72446	gene-brinp2	0.2041815	-2.2330027746368	TRUE
NC_133177.1	37694184	37694260	77	*	16	Intron (XM_003197882.7/astn1, intron 5 of 22)	3	37546558	37957104	410547	1	astn1	XM_003197882.7	147626	gene-astn1	1.2783275	-1.12906468784109	TRUE
NC_133177.1	37700010	37700177	168	*	20	Intron (XM_003197882.7/astn1, intron 7 of 22)	3	37546558	37957104	410547	1	astn1	XM_003197882.7	153452	gene-astn1	1.2783275	-1.12906468784109	TRUE
