seqnames	start	end	width	strand	phastcons	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	flank_txIds	flank_geneIds	flank_gene_distances
NC_133183.1	59771240	59771298	59	*	14	Intron (XR_012383791.1/gfpt1, intron 4 of 11)	9	59757265	59823406	66142	1	gfpt1	NM_001034981.1	13975	XR_012383791.1;XM_073909727.1;XM_073909726.1;NM_001034981.1	gfpt1;gfpt1;gfpt1;gfpt1	0;0;0;0
NC_133183.1	59791812	59791916	105	*	20	Intron (XM_073909727.1/gfpt1, intron 11 of 19)	9	59757265	59823406	66142	1	gfpt1	NM_001034981.1	34547	XR_012383791.1;XM_073909727.1;XM_073909726.1;NM_001034981.1	gfpt1;gfpt1;gfpt1;gfpt1	0;0;0;0
NC_133183.1	59807770	59807829	60	*	19	Intron (XM_073909727.1/gfpt1, intron 14 of 19)	9	59757265	59823406	66142	1	gfpt1	NM_001034981.1	50505	XM_073909727.1;XM_073909726.1;NM_001034981.1	gfpt1;gfpt1;gfpt1	0;0;0
NC_133184.1	1941289	1941379	91	*	28	Intron (XM_021478602.3/hoxd3a, intron 1 of 3)	10	1934539	1936577	2039	2	hoxd3a	NM_131125.1	-4712	XM_021478602.3;XM_073911581.1;NM_131125.1	hoxd3a;hoxd3a;hoxd3a	0;0;-4712
NC_133184.1	1947876	1947973	98	*	19	Promoter (<=1kb)	10	1946941	1948579	1639	2	hoxd4a	NM_001126445.2	606	XM_021478602.3;XM_073911581.1;NM_001126445.2;NR_029923.1	hoxd3a;hoxd3a;hoxd4a;mir10b-1	0;0;0;2635
NC_133184.1	1975269	1975530	262	*	20	Promoter (<=1kb)	10	1973354	1975626	2273	2	hoxd11a	NM_131167.1	96	NM_131167.1;XM_005172513.6;NM_001126486.1	hoxd11a;hoxd12a;hoxd12a	0;6612;6610
NC_133184.1	15643591	15643860	270	*	20	Intron (XR_012385233.1/LOC141376089, intron 1 of 2)	10	15592175	15661060	68886	2	fn1a	NM_131520.2	17200	XR_012385233.1;NM_131520.2;XM_073911436.1	LOC141376089;fn1a;fn1a	0;0;0
NC_133184.1	23027043	23027135	93	*	27	3' UTR	10	23023727	23025031	1305	1	gja3	NM_207642.1	3316	XR_011009767.2;XM_005167541.4;XM_005167542.4;XM_021478628.2;XM_068223342.1;XM_068223343.1;XM_073911756.1;NM_207642.1	LOC137490348;gja3;gja3;gja3;gja3;gja3;gja3;gja3	0;0;0;0;0;0;0;3316
NC_133184.1	24478249	24478311	63	*	15	Intron (XR_012385323.1/LOC141376116, intron 2 of 2)	10	24422879	24510577	87699	2	neb	XM_009304675.5	32266	XR_012385323.1;XR_012385322.1;XM_009304675.5;XM_073912668.1	LOC141376116;LOC141376116;neb;neb	0;0;0;0
NC_133184.1	24485817	24485879	63	*	16	Intron (XR_012385323.1/LOC141376116, intron 2 of 2)	10	24422879	24510577	87699	2	neb	XM_009304675.5	24698	XR_012385323.1;XR_012385322.1;XM_009304675.5;XM_073912668.1	LOC141376116;LOC141376116;neb;neb	0;0;0;0
NC_133184.1	24521020	24521073	54	*	16	3' UTR	10	24422879	24510577	87699	2	neb	XM_073912668.1	-10443	NM_001002339.1	arl5a	0
NC_133184.1	32961490	32961627	138	*	25	Promoter (<=1kb)	10	32961679	32966459	4781	1	zic2a	NM_131558.1	-52	NM_131558.1;NM_205727.1	zic2a;zic5	-52;-3991
NC_133184.1	36099730	36099836	107	*	16	Intron (XM_005167821.5/med14, intron 17 of 29)	10	36089450	36115626	26177	1	med14	NM_212765.2	10280	XM_005167821.5;XM_005167822.4;NM_212765.2	med14;med14;med14	0;0;0
NC_133184.1	36252476	36252528	53	*	15	Distal Intergenic	10	36279084	36342124	63041	1	shox	XM_073912212.1	-26556	NA	NA	NA
NC_133184.1	36274645	36274702	58	*	17	Distal Intergenic	10	36279084	36342124	63041	1	shox	XM_073912212.1	-4382	XM_073912212.1	shox	0
NC_133184.1	36285129	36285186	58	*	18	Intron (XM_073912212.1/shox, intron 2 of 6)	10	36279084	36342124	63041	1	shox	XM_073912212.1	6045	XM_073912212.1	shox	0
NC_133184.1	36402102	36402177	76	*	16	Distal Intergenic	10	36333212	36339670	6459	1	shox	NM_001126411.1	68890	NA	NA	NA
NC_133184.1	36410283	36410375	93	*	16	Distal Intergenic	10	36333212	36339670	6459	1	shox	NM_001126411.1	77071	NA	NA	NA
NC_133184.1	40198848	40198937	90	*	15	Intron (NM_001083567.1/lss, intron 6 of 21)	10	40194655	40213189	18535	1	lss	NM_001083567.1	4193	NM_001083567.1;XM_005167868.6;XM_068223663.2	lss;mcm3ap;mcm3ap	0;28174;28174
NC_133184.1	40202523	40202587	65	*	16	Intron (NM_001083567.1/lss, intron 11 of 21)	10	40194655	40213189	18535	1	lss	NM_001083567.1	7868	NM_001083567.1	lss	0
NC_133184.1	40697969	40698061	93	*	21	Intron (XM_009304861.4/map2, intron 17 of 19)	10	40708342	40719411	11070	2	myl1	NM_200000.1	21350	XM_009304861.4;XM_009304862.4;XM_009304863.4;XM_009304864.4;XM_009304865.4;XM_009304866.4;XM_009304867.4;XM_009304869.4;XM_009304870.4;XM_073912929.1;XM_073912930.1;XM_073912931.1;XM_073912933.1;XM_073912934.1;XM_073912935.1;XM_073912936.1;XM_073912937.1;XM_073912938.1;XM_073912939.1;XM_073912940.1;XM_073912941.1;XM_073912942.1;XM_073912943.1;XM_073912944.1;XM_073912945.1;XM_073912946.1;XM_073912947.1;XM_073912948.1;XM_073912949.1;XM_073912950.1;XM_073912951.1;XM_073912952.1;XM_073912953.1;XM_073912954.1;XM_073912955.1;XM_073912956.1;XM_073912957.1;XM_073912958.1;XM_073912959.1;XM_073912960.1;XM_073912961.1;XM_073912962.1;XM_073912963.1;XM_073912964.1;XM_073912965.1;XM_073912966.1;XM_073912967.1;XM_073912968.1;XM_073912969.1;XM_073912970.1	map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2;map2	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133184.1	43252459	43252515	57	*	16	Promoter (<=1kb)	10	43252158	43410804	158647	1	spegb	XM_073913012.1	301	XM_009304895.4;XM_073913014.1;XM_021479006.3;XM_021479007.3;XM_073913012.1	spegb;spegb;spegb;spegb;spegb	0;0;0;0;0
NC_133184.1	43337283	43337361	79	*	15	Intron (XM_009304895.4/spegb, intron 3 of 40)	10	43352623	43410804	58182	1	spegb	XM_073913015.1	-15262	XM_009304895.4;XM_073913014.1;XM_021479006.3;XM_021479007.3;XM_073913012.1;XM_021479008.3;XM_021479009.3;XM_021479010.3;XM_068223672.2	spegb;spegb;spegb;spegb;spegb;spegb;spegb;spegb;spegb	0;0;0;0;0;0;0;0;0
NC_133184.1	43366587	43366768	182	*	27	Intron (XM_009304895.4/spegb, intron 13 of 40)	10	43352623	43410804	58182	1	spegb	XM_073913015.1	13964	XM_009304895.4;XM_073913014.1;XM_021479006.3;XM_021479007.3;XM_073913012.1;XM_021479008.3;XM_021479009.3;XM_021479010.3;XM_068223672.2;XM_073913015.1	spegb;spegb;spegb;spegb;spegb;spegb;spegb;spegb;spegb;spegb	0;0;0;0;0;0;0;0;0;0
NC_133184.1	50516786	50516854	69	*	15	3' UTR	10	50522562	50545523	22962	2	rdh1	XM_005167928.5	28669	NM_001194987.2;XM_068223458.2;XM_068223459.2;XM_068223460.2;XM_068223461.2;XM_073912160.1;XM_073912162.1;XM_068223457.2	lrp2a;lrp2a;lrp2a;lrp2a;lrp2a;lrp2a;lrp2a;lrp2a	0;0;0;0;0;0;0;0
NC_133184.1	54735680	54735800	121	*	33	Intron (XR_012384842.1/nme9, intron 19 of 19)	10	54706740	54755836	49097	2	smarcal1	XM_073912000.1	20036	XR_012384842.1;XM_073912000.1;XM_073912001.1;XM_073912002.1;NM_001127466.1	nme9;smarcal1;smarcal1;smarcal1;smarcal1	0;0;0;0;0
NC_133184.1	56128863	56128925	63	*	14	Intron (XR_012385699.1/si:ch211-199f5.1, intron 2 of 2)	10	56110672	56129429	18758	1	cnmd	XM_009305008.4	18191	NM_001126448.2;XM_009305008.4;XR_012385699.1	cnmd;cnmd;si:ch211-199f5.1	0;0;0
NC_133187.1	3512831	3512919	89	*	19	Intron (XM_005155976.6/col1a1b, intron 17 of 50)	13	3484333	3521714	37382	2	col1a1b	NM_201478.1	8795	XM_005155976.6;NM_201478.1	col1a1b;col1a1b	0;0
NC_133187.1	3513748	3513807	60	*	16	Intron (XM_005155976.6/col1a1b, intron 16 of 50)	13	3484333	3521714	37382	2	col1a1b	NM_201478.1	7907	XM_005155976.6;NM_201478.1	col1a1b;col1a1b	0;0
NC_133187.1	6165226	6165306	81	*	18	Intron (XM_009306420.5/itga3b, intron 3 of 25)	13	6130557	6206567	76011	2	itga3b	NM_001190309.1	41261	XM_009306420.5;NM_001190309.1	itga3b;itga3b	0;0
NC_133187.1	9512495	9512689	195	*	17	Promoter (<=1kb)	13	9509467	9513079	3613	2	cyp26a1	NM_131146.2	390	NM_131146.2	cyp26a1	0
NC_133187.1	9543304	9543383	80	*	16	Intron (XM_005156061.6/exoc6, intron 21 of 23)	13	9509467	9513079	3613	2	cyp26a1	NM_131146.2	-30225	XM_005156061.6;XM_005156065.6;XM_017358444.4;XM_073917533.1;XM_005156063.5;XM_021480045.3;XM_021480046.3;XM_021480047.3;XR_012387524.1	exoc6;exoc6;exoc6;exoc6;exoc6;exoc6;exoc6;exoc6;exoc6	0;0;0;0;0;0;0;0;0
NC_133187.1	10009051	10009251	201	*	30	Intron (XM_005156045.6/pgap3, intron 7 of 7)	13	9916627	9994453	77827	2	erbb2	NM_200119.2	-14598	XM_005156045.6;NM_001114591.1;XR_012387453.1	pgap3;pgap3;pgap3	0;0;15703
NC_133187.1	19555616	19555733	118	*	20	Intron (XM_009306682.5/trrap, intron 3 of 71)	13	19548811	19727572	178762	1	trrap	NM_001423951.1	6805	XM_009306682.5;XM_073917658.1;XM_073917659.1;XM_073917660.1;XM_073917661.1;XM_073917662.1;NM_001423950.1;NM_001423951.1	trrap;trrap;trrap;trrap;trrap;trrap;trrap;trrap	0;0;0;0;0;0;0;0
NC_133187.1	19572754	19572840	87	*	15	Intron (XM_009306682.5/trrap, intron 14 of 71)	13	19548811	19727572	178762	1	trrap	NM_001423951.1	23943	XM_009306682.5;XM_073917658.1;XM_073917659.1;XM_073917660.1;XM_073917661.1;XM_073917662.1;NM_001423950.1;NM_001423951.1	trrap;trrap;trrap;trrap;trrap;trrap;trrap;trrap	0;0;0;0;0;0;0;0
NC_133187.1	21647287	21647436	150	*	30	Promoter (2-3kb)	13	21650277	21717300	67024	1	mrtfba	XM_009306703.5	-2841	XM_068224525.2;XM_073917432.1;NM_199785.1;XM_009306703.5;XM_009306704.5	ercc4;ercc4;ercc4;mrtfba;mrtfba	0;0;0;-2841;-2841
